fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,MR.IJY.KLDYA.P015,,,,,,,,,,,,,,,,761700.9744324498,604933.782429483,MR.IJY.KLDYA.P015,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,39d085755b86f1ca0b7ef410829598c42a1e37e603e119497d7045f74531875e,1B056C,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""39d085755b86f1ca0b7ef410829598c42a1e37e603e119497d7045f74531875e"",""max_displacement_m"":0.0}]",,,,,,
2,EXT. MR.KSRA.P008,,,,,,,,,,,,,,,,762508.1223618365,604868.3130331885,EXT. MR.KSRA.P008,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,5dbff0aa3ab580046fc44b11609edf906d3017f1fe49e086df599b453a38052f,1C984F,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5dbff0aa3ab580046fc44b11609edf906d3017f1fe49e086df599b453a38052f"",""max_displacement_m"":0.0}]",,,,,,
3,EXT. MR.KSRA.P006,,,,,,,,,,,,,,,,762629.6258392707,604869.640444348,EXT. MR.KSRA.P006,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,ab57efdbc3456af8ecd8eb83d04623af23077081b87f3a07c9d301cb455b8cd3,1C9D85,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ab57efdbc3456af8ecd8eb83d04623af23077081b87f3a07c9d301cb455b8cd3"",""max_displacement_m"":0.0}]",,,,,,
4,MR.IJY.KLDYA.P009,,,,,,,,,,,,,,,,761975.3277563733,604853.5751874684,MR.IJY.KLDYA.P009,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,1c53d34e2291a4063fe44233f37280bdd6b674495d256e7e54545f939ab4f734,1AEAB0,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1c53d34e2291a4063fe44233f37280bdd6b674495d256e7e54545f939ab4f734"",""max_displacement_m"":0.0}]",,,,,,
5,EXT.MR.KLDYA.P137,,,,,,,,,,,,,,,,761604.6831191733,604961.2561385165,EXT.MR.KLDYA.P137,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,c82b8dc3d7dddf266af0b2da0e0fb9af6c77e0a456f6c1b485d05e4e9c72d290,1B051C,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c82b8dc3d7dddf266af0b2da0e0fb9af6c77e0a456f6c1b485d05e4e9c72d290"",""max_displacement_m"":0.0}]",,,,,,
6,MR.IJY.KLDYA.P013,,,,,,,,,,,,,,,,761801.032543907,604883.9123857458,MR.IJY.KLDYA.P013,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,78f719e04319c5332a6e14029518af223cfe8194eca7f8361128a9cdd324aa46,1AEAA0,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""78f719e04319c5332a6e14029518af223cfe8194eca7f8361128a9cdd324aa46"",""max_displacement_m"":0.0}]",,,,,,
7,MR.IJY.KLDYA.P007,,,,,,,,,,,,,,,,762074.958864434,604870.2857750516,MR.IJY.KLDYA.P007,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,10d5deec89657e8846c3bccdc50c1e66850ed46ff9966bde8aa306a5759e2fdc,1AEA10,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""10d5deec89657e8846c3bccdc50c1e66850ed46ff9966bde8aa306a5759e2fdc"",""max_displacement_m"":0.0}]",,,,,,
8,MR.IJY.KLDYA.P005,,,,,,,,,,,,,,,,762209.6051486126,604867.8527477352,MR.IJY.KLDYA.P005,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,5d87ad88ff55e5f8ba21e84183899154fb305292bc2801461f17f20dcbc93ca1,1AEA00,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5d87ad88ff55e5f8ba21e84183899154fb305292bc2801461f17f20dcbc93ca1"",""max_displacement_m"":0.0}]",,,,,,
9,MR.IJY.KLDYA.P003,,,,,,,,,,,,,,,,762323.4109980233,604868.3440203264,MR.IJY.KLDYA.P003,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,53b3567769e4382029a4f9484223a1e9610b9fb0cf84e58a35f461c808b4cd08,1AE9F0,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""53b3567769e4382029a4f9484223a1e9610b9fb0cf84e58a35f461c808b4cd08"",""max_displacement_m"":0.0}]",,,,,,
10,EXT. MR.KSRA.P002,,,,,,,,,,,,,,,,762814.7323774807,604798.2392617421,EXT. MR.KSRA.P002,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,93dd681f854fb3a44d63e6f10e08ba91b1ed59247eb6e4b551eb6049a585d215,1C9D65,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""93dd681f854fb3a44d63e6f10e08ba91b1ed59247eb6e4b551eb6049a585d215"",""max_displacement_m"":0.0}]",,,,,,
