fid,CODE,route_key,source_entity_key,source_handle,source_layer,segment_index,source_segment_key,source_segment_kind,native_length_source,source_native_length_m,delivery_vertex_count,delivery_chord_length_native,materialization_policy_version,measurement_state,dimension_entity_key,measurement_native_m,measurement_delta_m,delivery_grid_length_m,geodesic_length_m,length_value_m,status,length_label,length_source,unit,schema_version,parent_cable_code,parent_display_label,parent_label_provenance,LONGUEUR,display_label,label_provenance,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m
1,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,0,947e792fd30ec598d99884c5f19ab5bbaa4ffe137fde6e2ac619dbdd93a34c64,line,ordered_wcs_vertices,43.354959444784626,2,43.354959444784626,cad2gis.bulge_tessellation.v1,dimension_measured,ba7165062477f77bc63174e86eab4a0c072a7f8aec1295b69dbe0ecd6c2f9712,43.35495944478498,3.552713678800501e-13,43.3549594449035,43.335171831855305,43.35495944478498,measured,43.355m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,43.3549594449035,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":0,""source_segment_key"":""947e792fd30ec598d99884c5f19ab5bbaa4ffe137fde6e2ac619dbdd93a34c64"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",43.35495944478498,,,
2,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,1,bf47935ed4cc776dca0914b89555065e409dd0c115dbc0eb51fac20c996b35b3,line,ordered_wcs_vertices,50.25323025006004,2,50.25323025006004,cad2gis.bulge_tessellation.v1,dimension_measured,f7f5a7a5b3013317ddab40d45c8318330f0ea678cbe4e5093643756cf4983bdd,50.25323025006037,3.268496584496461e-13,50.25323025003482,50.23030850792391,50.25323025006037,measured,50.2532m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,50.25323025003482,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":1,""source_segment_key"":""bf47935ed4cc776dca0914b89555065e409dd0c115dbc0eb51fac20c996b35b3"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",50.25323025006037,,,
3,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,2,275511cf505378ab2d291562760cc92cfbcbc7eb987dd5f552ba0d7a65d3121f,line,ordered_wcs_vertices,63.29715491655699,2,63.29715491655699,cad2gis.bulge_tessellation.v1,dimension_measured,55ad4e793256c612d5e93ba81c3d8f6ad51759592b65e6449adada5c508aaff3,63.29715491655406,-2.9345414986892138e-12,63.29715491651117,63.26830493633296,63.29715491655406,measured,63.2972m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,63.29715491651117,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":2,""source_segment_key"":""275511cf505378ab2d291562760cc92cfbcbc7eb987dd5f552ba0d7a65d3121f"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",63.29715491655406,,,
4,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,3,abc07db0ac1fc925e6af2a4bce1f4335da718b59f1fea8d0e7a71daaab47a160,line,ordered_wcs_vertices,52.8112558181341,2,52.8112558181341,cad2gis.bulge_tessellation.v1,dimension_measured,1b0971ee9b9f421828fedcd5dc5667fb8315600cce275b81607419dedfbba115,52.81125581813831,4.206412995699793e-12,52.81125581817097,52.78720320572179,52.81125581813831,measured,52.8113m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,52.81125581817097,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":3,""source_segment_key"":""abc07db0ac1fc925e6af2a4bce1f4335da718b59f1fea8d0e7a71daaab47a160"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",52.81125581813831,,,
5,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,4,36943a69be80fa4736f61a88fe521b8440885f9ec1e600ef251e97d3e0c44cd1,line,ordered_wcs_vertices,33.40559307813116,2,33.40559307813116,cad2gis.bulge_tessellation.v1,dimension_measured,a76eb8343777d09fffb35274508d9a1ffbe596dc65c8bdfbeda58469a909bae5,33.40559307812691,-4.249045559845399e-12,33.405593078102754,33.39038747844405,33.40559307812691,measured,33.4056m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,33.405593078102754,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":4,""source_segment_key"":""36943a69be80fa4736f61a88fe521b8440885f9ec1e600ef251e97d3e0c44cd1"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",33.40559307812691,,,
6,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,5,9c98683757d49bd376a470deec99693e6571aa20245d058f32c21318013226fb,line,ordered_wcs_vertices,51.186857084301515,2,51.186857084301515,cad2gis.bulge_tessellation.v1,dimension_measured,013e7ee1dcba2719d43c622d9768edb89af3f9ea0065e2cd70c63b6639af8cf2,51.1868570843053,3.787192781601334e-12,51.18685708426096,51.16357181117772,51.1868570843053,measured,51.1869m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,51.18685708426096,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":5,""source_segment_key"":""9c98683757d49bd376a470deec99693e6571aa20245d058f32c21318013226fb"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",51.1868570843053,,,
7,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,6,7effb56c1bc7b3691525461c68737b23d6b87e62521ab7716d12a6adfd332404,line,ordered_wcs_vertices,70.38223221330475,2,70.38223221330475,cad2gis.bulge_tessellation.v1,dimension_measured,d971d32c573b70e424f647424919d9611d97e017fa3c85566a3a56b315196a41,70.38223221330372,-1.0231815394945443e-12,70.38223221332723,70.35024260283086,70.38223221330372,measured,70.3822m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,70.38223221332723,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":6,""source_segment_key"":""7effb56c1bc7b3691525461c68737b23d6b87e62521ab7716d12a6adfd332404"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",70.38223221330372,,,
8,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,7,df6d8e51bf31f8ced1a7ff1ce0f77424caf4201d1f74a7ab3325c7dbaae230a5,line,ordered_wcs_vertices,40.481881230712055,2,40.481881230712055,cad2gis.bulge_tessellation.v1,dimension_measured,150041e4e74af333104c2f935828ce8053eabecb04869a944ee3739986825be1,40.48188123071122,-8.384404281969182e-13,40.4818812307103,40.463496272355876,40.48188123071122,measured,40.4819m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,40.4818812307103,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":7,""source_segment_key"":""df6d8e51bf31f8ced1a7ff1ce0f77424caf4201d1f74a7ab3325c7dbaae230a5"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",40.48188123071122,,,
9,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,8,7740e9d799c986c60c8b9134f43ae7b6e7f4d33a5be7a86d4298cbd1c732d33c,line,ordered_wcs_vertices,61.66223623009975,2,61.66223623009975,cad2gis.bulge_tessellation.v1,dimension_measured,b51aa83da27aa6055ba4a6843a6abfdf4f99eed2b75650de87059c404794241d,61.66223623009682,-2.9274360713316128e-12,61.66223623013954,61.63425260311657,61.66223623009682,measured,61.6622m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,61.66223623013954,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":8,""source_segment_key"":""7740e9d799c986c60c8b9134f43ae7b6e7f4d33a5be7a86d4298cbd1c732d33c"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",61.66223623009682,,,
10,CABLE-CAD-1B15D2,e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,FO 24 CORE LINE C - FDT 1,9,34239626feb9d33619994869dd23219f2cae44c7c8c4cb01e3dd6d6a7181c99f,line,ordered_wcs_vertices,46.3473045058123,2,46.3473045058123,cad2gis.bulge_tessellation.v1,dimension_measured,5c5b67bc9e3e77b7eea10c8b40a6f8ac402d48ace161eabaaf5141ac839ff71e,46.3473045058181,5.7980287238024175e-12,46.347304505810435,46.32628736878661,46.3473045058181,measured,46.3473m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B15D2,,UNAVAILABLE,46.347304505810435,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,90,,BYLAYER,-1,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""e6cb937b85c34aa267b056393721f4389de2ace6b9d16d89c54eaee14518900c"",""segment_index"":9,""source_segment_key"":""34239626feb9d33619994869dd23219f2cae44c7c8c4cb01e3dd6d6a7181c99f"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",46.3473045058181,,,
