entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
000370258f97292877f97e1e0e72489b90c1a54a7771ea2da1b4d374bca41526,3EC,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0104120f714a324bda6d291fa9544bed3952c462077e2755f61be37084d792f3,588,TEXT,HP REDUCE,GUDANG-33,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0180864ccc84e1e509ad719eacebdcb91c1b53090f0f5dad7fe353006322a284,474,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
020c3e402b51392f325cfb18b85664220d900c991385a275383f6f18774e8b4c,1332,LWPOLYLINE,FAT AREA FDT 1,,mapped,1,"{""ZPM"": 1}",delivered,,False,,False,
031f406a869c06831f405e74416611b0e726c6ff3141b85781ac92558336fe87,5BB,TEXT,Home Number,NN-44,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
034b1dea1882c8210edd78b8544c6919f6fbd3b1c80229cd0bba0dedde0c4947,602,TEXT,Home Number,NN-112,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0383bc5186094ef82e15afd8ef418a437dcd0f38115b5c8032b41e1c40103d70,440,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0484249597490d7696843f965082dde2416b8552589969d27b66aed048cefc93,423,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
05fc62ad1ab60a99f11adaed43de3e559b40bc6c0486278d204f38669af58ecc,48E,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0611b4d641abed5327a29ce14ef0eabe6fa0d538a63bbe86d76e6df6d3216e61,425,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
06971a46f31850358b7407b60c8daa880f626a6c24a5f1df76b60ca871c7b91e,1299,INSERT,NEW POLE FDT 1,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
070d21344f40f25440277a3215aeef9d529cde177ae102c1e30c42fb3cc31cdb,12C0,INSERT,NEW POLE FDT 1,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
082d242f1e45dd7c9be8eb93c5f073e77071fbec334a72ae047c575ba5e3b61b,13AA,LWPOLYLINE,FAT_Info,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
08b32d4b19c2104362149864e1a0f8981f8ec08e8643602ead56fcbfd9fc1128,1290,INSERT,NEW POLE FDT 1,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
09ada8c180ae191fb1bf793ff2321392c4857b6c0622efd6017d75065327986b,1348,INSERT,FAT F2,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
0a9f00e97f4304ddd457998a413dd8d7076ee4923d1e43cce2dddf23490bee10,400,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0b1505aa95b100c2145d3eb22f32a3a58522ee704a5b6d92c4ec6e6c40efcbed,59E,TEXT,Home Number,NN-15,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0b8569a2718c2caa11dcecdf0189c41e85a03c7c7ad65c0392bc8750553aa0ae,129F,INSERT,NEW POLE FDT 1,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
0cc5a757fb99cc674900b1e36c759369e3b59810ac18d801ee0f9b05a75a2def,CF5,TEXT,POLE ID FDT 2 73,MR.KLK5.P012,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0ee26c6f312a1b5ad00e70197cd9c8a633b85befcf56f5cda4395bce5fceaac4,3D2,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0f734a90e0b2950b0c631962c865b6acd73719e9b6b781ba441a13a1868d1038,5A3,TEXT,Home Number,NN-20,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0fd3f810d4c41c4fab729abd9f440346a88e83f8866599a3e4e73e875148f355,129B,TEXT,POLE ID 2.5,MR.KLK5.P027,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
102cbf3fc67b14dd52aba725ac3da598a6d8d67d2bdf1179d54aa0762ad84690,497,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
10577a44892350b2e2d42bdd1f8caa5421c54789dd0468eba1f8e87f5109f99b,45B,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
108cbcb6507e76d68aa586b1e68181a943b5134f2aa56ee9d44e7f5768010ff8,589,TEXT,HP REDUCE,GUDANG-34,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
122c590280725bb6c1d5ac544c9f2346dc210768246eba4f67ec830f8aee6894,5ED,TEXT,Home Number,NN-91,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
12527bd2e180c0ae65f51a0e8a12ec14c83ea20cd88d56ed995beab435ebcf20,12A7,TEXT,POLE ID FDT 2 73,MR.KLK5.P031,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
126971798582e6644acb0e95faffc0493322a6a5bf7596d3d04e1ff859c895b9,609,TEXT,Home Number,NN-119,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
126b222fd50d037dc602dce40ed6f15049a39a2d77f69e682b405016abf3295e,13A4,LWPOLYLINE,FAT_Info,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
12979576afccde0a96c8e9a96843884c8e40dd7f7609601c93f6fa71128e1f11,461,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
12f0aee128d2c318efd6c546b76dc3ca3361c0bdd6e2bcdc160d9958cde33e79,3E9,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
133a73dd097865d7ef974a3ccdb20fa916b5c383fc76addab75e2b1cb7384da8,3C8,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
1473cc339c0d78129d9c671e4d2bbbc46c53477a865654d01c479b5c68f78df1,133E,INSERT,FAT F2,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
16725c36b10043fbc881504e1ee99c6f1cf768fb035f4f9ee3392520c91b93ce,5EF,TEXT,Home Number,NN-93,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
16f116c74248415266414afac9340caef9ff5c1b6138a3340eb8f5f86785309b,3C6,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
17729da018953a4ebe3c0484f94cebbaa97a65c0f02f4e1022e3742ff22b3fc1,5C8,TEXT,Home Number,NN-56,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
1789c5d44a15a86884818bcecbbd1b23b88c94ed7106c24333575ec41bbc97e3,3C2,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
1793fd0893f0bf74d7bf6b523ca45164b7f82bdca13ccb67b0a398072be00815,577,TEXT,HP REDUCE,GUDANG-16,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
17c91412fb3359b817ec1de532e81bd74a1e18b401724d7ee39f8525f470383b,5EA,TEXT,Home Number,NN-88,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
18611894c9a087022c9ee58dcd73a26f19896de51d8a005cb2e099ee1eb456ed,3A2,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
18ae3879db3282249d65c71b3aebd572442c450b3b052dbe9dac03b3b07a7ef2,3A5,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
1a742c446b8a33d5988b5908d2f074d4a4796642c5d33801bf89ed3f6af429c3,46E,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
1a7722a3fb8dff9385e8d492e7a8f23911bae1a4c69a3d65bea66c262aaaba75,5D6,LWPOLYLINE,0,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
