layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,CODE,SITE-CAD-C35,SITE-CAD-C35,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,66f5b67a6483b655e29cee28bc99b4b09de052ae26d86527c8dfef15c2ee2edd,C35,COMMUNE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
