layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,09ada8c180ae191fb1bf793ff2321392c4857b6c0622efd6017d75065327986b,1348,1,True,INSERT,collocate_with_support|identity,3.6965444930176474,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.6965444930176474
BOITE,1473cc339c0d78129d9c671e4d2bbbc46c53477a865654d01c479b5c68f78df1,133E,1,True,INSERT,collocate_with_support|identity,3.696544492116224,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.696544492116224
BOITE,647da5fb5f499087fcd0884a51522f667954a9a98fad7df56f15010a523dc675,134D,1,True,INSERT,collocate_with_support|identity,3.696544492597445,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.696544492597445
BOITE,65c8472fb64a39dd586a3d9064d50880e61da49bc074aec5b303e32e4a9391fe,1343,1,True,INSERT,collocate_with_support|identity,3.6965444914253034,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.6965444914253034
BOITE,69c91fabe701d55ddb2eae49a833b3c089b844eaf051cb0bcfe8304e44a8be27,1357,1,True,INSERT,collocate_with_support|identity,3.6965444920080546,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.6965444920080546
BOITE,7736a8af9db27a78fde6b4cf3449bb130d0da98cb374d0964b4a1efa5d2955f4,CD8,1,True,INSERT,collocate_with_support|identity,3.6965444922765682,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.6965444922765682
BOITE,98c1d7abf76ab960a41be49bc280541af4e62f0bd689d5ecb56154a6e57c6a19,135C,1,True,INSERT,collocate_with_support|identity,3.696544491763543,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.696544491763543
BOITE,db627e60c7181a2532fd83300dc9084eecafe898049e8340c5fa83ab0ebb1ae9,1361,1,True,INSERT,collocate_with_support|identity,3.696544492585166,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.696544492585166
BOITE,e1e049ccf4a609851f99037673d9accd654e1a0c243c2ede37e9b05e17f2c970,1352,1,True,INSERT,collocate_with_support|identity,3.6808507372925203,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.6808507372925203
CABLE,1f2b838bb3d2f64c499a594d08e9ac43b335df4c5f0d19e0f6d2bf142b646859,13D6,1,True,LWPOLYLINE,identity|segment_occurrence,9.456113342232868e-10,22.987743918395342,22.987743920227057,-1.8317152239433199e-09,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,71a07320987f2afba470581eca3ca0a83bf776bb48dcbb49f365f2ac6792e6a0,13D9,1,True,LWPOLYLINE,identity|segment_occurrence,2.0186005472793982e-09,35.00835234875468,35.008352348794624,-3.994671260443283e-11,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,777b615ee08c5c1f278038c9cd7fab8c8de65f3c7b4f5217a64dde97e1af4544,13DB,1,True,LWPOLYLINE,identity|segment_occurrence,2.124286977780723e-09,41.36916948858074,41.36916948958887,-1.0081322443511453e-09,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,82ad9506ee0f0da3112702174a68ad8a8e28a659eeb57a6fd52591e02a6928ca,133C,5,True,LWPOLYLINE,identity|segment_occurrence,1.8913542973583406e-09,154.0474673353885,154.04746733662785,-1.2393570614221971e-09,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
CABLE,be4e130f6781b75f2783337ca3b85ca1ec0e0d555bc74ba66c79bce05606ac17,133B,16,True,LWPOLYLINE,identity|segment_occurrence,1.916245904058008e-09,528.8469087205316,528.8469087210623,-5.306901584845036e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
CABLE,be78fc2c3dfddda61de071646d8daf45e01bea360560e62c6b581f257325af38,13D7,1,True,LWPOLYLINE,identity|segment_occurrence,1.7059222965951579e-09,34.52555804519092,34.52555804424647,9.444462989449676e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,bf99bc60271d61364e0e9a040571145514890d5e236e9b8f021289b2a974fbc4,133D,6,True,LWPOLYLINE,identity|segment_occurrence,1.6538566396068332e-09,193.35389220854688,193.3538922079238,6.230891358427471e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
CABLE,d13eb9c5d51032633d096405d5a97abed3130f089b35834ffd5e2adf994908a3,13D4,1,True,LWPOLYLINE,identity|segment_occurrence,1.916263021140117e-09,45.64165063597064,45.641650637490116,-1.5194743241409014e-09,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,dbecab69c0232bf881db794af4908d38d3cd6999089b36db3a4b849c490d8758,13DA,1,True,LWPOLYLINE,identity|segment_occurrence,8.909587506541928e-10,22.62081590863686,22.620815909081987,-4.4512660224427236e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
IMB,0104120f714a324bda6d291fa9544bed3952c462077e2755f61be37084d792f3,588,1,True,TEXT,identity,1.6079082215100023e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.6079082215100023e-09
IMB,031f406a869c06831f405e74416611b0e726c6ff3141b85781ac92558336fe87,5BB,1,True,TEXT,identity,1.4876073807932678e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.4876073807932678e-09
IMB,034b1dea1882c8210edd78b8544c6919f6fbd3b1c80229cd0bba0dedde0c4947,602,1,True,TEXT,identity,5.580266509405529e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,5.580266509405529e-10
IMB,0b1505aa95b100c2145d3eb22f32a3a58522ee704a5b6d92c4ec6e6c40efcbed,59E,1,True,TEXT,identity,1.0491551398867964e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.0491551398867964e-09
IMB,0f734a90e0b2950b0c631962c865b6acd73719e9b6b781ba441a13a1868d1038,5A3,1,True,TEXT,identity,1.306851906004187e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.306851906004187e-09
IMB,108cbcb6507e76d68aa586b1e68181a943b5134f2aa56ee9d44e7f5768010ff8,589,1,True,TEXT,identity,1.4898979635301883e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.4898979635301883e-09
IMB,122c590280725bb6c1d5ac544c9f2346dc210768246eba4f67ec830f8aee6894,5ED,1,True,TEXT,identity,5.736838430660658e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,5.736838430660658e-10
IMB,126971798582e6644acb0e95faffc0493322a6a5bf7596d3d04e1ff859c895b9,609,1,True,TEXT,identity,4.545911788062991e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.545911788062991e-10
IMB,16725c36b10043fbc881504e1ee99c6f1cf768fb035f4f9ee3392520c91b93ce,5EF,1,True,TEXT,identity,7.74946079156603e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,7.74946079156603e-10
IMB,17729da018953a4ebe3c0484f94cebbaa97a65c0f02f4e1022e3742ff22b3fc1,5C8,1,True,TEXT,identity,4.679060175886091e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.679060175886091e-10
IMB,1793fd0893f0bf74d7bf6b523ca45164b7f82bdca13ccb67b0a398072be00815,577,1,True,TEXT,identity,1.4518069608518973e-09,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.4518069608518973e-09
