layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,074cb05db899d4c71acfda15936163f5283bc11f2e4de8ca6a22658d4bde69e0,4D335,1,True,INSERT,collocate_with_support|identity,6.095601521058475,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.095601521058475
BOITE,1af10064142bd93ca25ad68a1a5b289382961bef534eacc33587cd9f4a698df2,4D347,1,True,INSERT,collocate_with_support|identity,6.523633558089758,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.523633558089758
BOITE,207671fe9c5a1fe444f65609169dd89cfb84d44a5241a6e6a2d360ef45fa039c,4D30D,1,True,INSERT,collocate_with_support|identity,6.214377108243109,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.214377108243109
BOITE,233fad93657ba309088f1554bf3df006c5f6e6f189938b3373041ad78f5694ab,4D2F5,1,True,INSERT,collocate_with_support|identity,5.842230831694729,,,,explicit_derived_displacement,source_Point_to_delivery_Point,5.842230831694729
BOITE,2eeea99c1082b4e621de6ede94b02abc50d2e279d88d6e49845fe649f70bff35,4D305,1,True,INSERT,collocate_with_support|identity,6.020473557108763,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.020473557108763
BOITE,42cd4ea567ea3f0130416b378849b98673860ee7b958c9088b26feb016699a95,4D315,1,True,INSERT,collocate_with_support|identity,6.051433269937203,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.051433269937203
BOITE,57432c3779436ff5c8984da171400918e940a4b12e0b5979b9e86ac4f22b27db,4D319,1,True,INSERT,collocate_with_support|identity,6.17226975196307,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.17226975196307
BOITE,58febb9da223bdd4e66aea678bb711f62ce9815e35332b814f334234e484a675,4D309,1,True,INSERT,collocate_with_support|identity,6.034406877243141,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.034406877243141
BOITE,59b5c5316b36cf5d8c08fcdfef55bea560f735350d49156d14b5c642c3b00845,4D339,1,True,INSERT,collocate_with_support|identity,5.9813724716647325,,,,explicit_derived_displacement,source_Point_to_delivery_Point,5.9813724716647325
BOITE,626467d00afe004b4590bf9884308ccc2bc39cfe68443b1760dd8315eb2c5ff3,4D31D,1,True,INSERT,collocate_with_support|identity,5.936468453627909,,,,explicit_derived_displacement,source_Point_to_delivery_Point,5.936468453627909
BOITE,6c1110f2ec026d268d1ce39284db25d5970d9248e4a80f8e39d85f391a264b90,4D321,1,True,INSERT,collocate_with_support|identity,6.138628819254195,,,,explicit_derived_displacement,source_Point_to_delivery_Point,6.138628819254195
