entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
000bab96572671d069492ce7f47e33726c0cf10a9fcb1dd33a3f06fd3c245ac1,4CAE6,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
007c81bf89b303bae7e547a49b12fd8c3645b8a1d5dc093ef0c69353a1e28f3a,4CC89,TEXT,Homepass Number,V12,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
00a603e4b26220b99963fcfbc47c8cc421a468c07eba0e59f7d2582cec77b2ab,4CA4C,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00bb982807fe8d9695d5515a8e0bfe792aab7dcc9945865c814ec04c9b975fb6,4C93C,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
01071d4455c316edc5b1dce23d751af535f3802f0f4740f3c9b68206cf0dbbdc,4D30C,MULTILEADER,FAT_Info,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
015db02e7305b7f919f76f854c455c390d3168a517b64a5770908fb26aa256c0,4CA47,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
01a0bb30705958756b9a78f7643ee294814e54f8d7f1d9c3952ad95b1a6c5e66,4CC88,TEXT,Homepass Number,W11,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
01be527911602a4c3b023577b0c54e5a4edd9780997b8603c06b47691dc036e2,4CCAA,TEXT,Homepass Number,A3,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
01c9da885429f2ba3565be8fcb3a912a0ebc9c82e432057c65861025631071a3,4CC43,TEXT,Homepass Number,AC9,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0241829d934b9e13c27cec72b42da794a06145e932452cb560e39946a35c2890,4C621,TEXT,Homepass Number,B4,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
02d3410e65545db698dedab26c4fdaac937e43a56847ea8ffbc4a33a57356fc7,4CCAB,TEXT,Homepass Number,A4,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
035c1b009777a880ce11a03f5ae3f3e2f990c2654b3e313f30a18792e65fa9ed,4CAE3,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
039441e970205e8f3a71d2e1d75fb7175169bf8db3cc1772f4d0b4b3625274df,4CC2A,TEXT,Homepass Number,Q9,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0396d2dfffafaf68f6aafa66fbe3049445fc278f43567868a9995ef781aa87e4,4CBC9,TEXT,Homepass Number,K7,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
03c8002634528d28cf06bd9aa1710a8cd6a2315611ba164e4a4e33526d2d38a4,4CC57,TEXT,Homepass Number,AA3,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
040754de875dc46bc4b0526942b260783d204d8b33a070969b3f412a6d9a60af,4D0C4,TEXT,FAT,PTV.135.A05,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
042844c8cda9ac3a4f92ed0d6954c11170a8ce41ed2b36b2c1ddccc8aacfac90,4CEC4,INSERT,NEW POLE 7m(2.5 inches),,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
0499a642cacca6b0d934526125ee142c150e1118891c5c2b3b01b33c5a81be32,4CC09,TEXT,Homepass Number,N10,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
04d1ab2bd23437fe66eb4c862745a8bf16fac7802fde29f5fe9ffab758e331cb,4C642,TEXT,Homepass Number,C11,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
04f4a35ae2e90e08aa7a6a637b69578547c1cc668cca40b62701cc6bbf584b64,4DE32,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0510c2f28d2768eb58f68106d4629303cc0810f4a9d1d95efda408e0a4beb6b8,4CC66,TEXT,Homepass Number,Z10,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0522d81892e298629e9a0fcdf88375cc420ba89cf166b8843a507508c67f00ee,4CBB3,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
060978f9a70ef3a0fa8c893e88f8d13eca6a730c0ede91f44e10db88f36c1f03,4C714,TEXT,Homepass Number,K4,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
060f475ea7980e5e4901b542c385830aca382742ba2ef584c7ab9ff8f8d41e26,4C610,LWPOLYLINE,buildings,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
061d0fee17c80e42eca5022988b3eeb983c5f7b8e64936865229b1af75ae2ffc,4CA1E,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
063d398004c6240cf5ec6728e7789fb0c855b7d04ffc76375cd2751f3b316dcc,4CA69,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
06a3998d1fc9a78e1dc76d61fde0afda730d42f0683a406cb73c4c5eb35103cd,4CAC7,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
06ce2953a3032774c609f86317944a39c8d24488e7f88dd24f11130ed3421f93,4CBAA,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
070a434935c081f1ff1226b2f281a32aa12fff4fa0c7bdf8b95ac771dd6ce5de,4CAD1,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
074cb05db899d4c71acfda15936163f5283bc11f2e4de8ca6a22658d4bde69e0,4D335,INSERT,FAT,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
074f8e570d65d7ebe2310f6373efee77adc42ce14ca357bf70c00f33dd168dd9,4D96A,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
075c70d057c9f7aba5598fcb338017c4e63d91d1b23631c6afa5157f89c1f802,4CAF9,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
07765f44fd27286ee0c3fb373ebd037b931f8a24a1dd3c3189997e86b4a59389,4CAEC,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
07a19a8a38fdc399116174887529bfb87d78a5f4a7c20f9c1201b5c84dcfff6c,4CA7A,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
083134ecb105f0be7f79e82f39a6acb16d06ac1c3bdae972baeba8b093ba7153,4CBEA,TEXT,Homepass Number,V11,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
08468ac4d1089d477799abc7a6903f8a4ff461c16907b7a6d30e83483a1a9d84,4C681,TEXT,Homepass Number,E10,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
086f781f0bd04c25b4a82fb002685f65b33c29bc2e25a56e8022dd41a0bac928,4C666,TEXT,Homepass Number,E1,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
