fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,EXT.MR.GJM.S08.P026,,,,,,,,,,,,,,,,433911.3138551061,9229204.841987742,EXT.MR.GJM.S08.P026,DWG_DERIVED:AI-ANNOTATION-OBSERVED_998792492966DD00BE5B20380AEE8BF6-001|RULE:AI-ANNOTATION-ASSIGN-001,3d263e3e7daad2d017c19c10f9795b7e11855d28454bba5b020d0383d29db0ed,21A64,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3d263e3e7daad2d017c19c10f9795b7e11855d28454bba5b020d0383d29db0ed"",""max_displacement_m"":0.0}]",,,,,,
2,EXT.LN.P008,,,,,,,,,,,,,,,,434280.2145452057,9229301.130314808,EXT.LN.P008,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,6763e8e891fd4265bdec7c752d2972aed31189566558248893fb0820f194e03b,21AC6,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6763e8e891fd4265bdec7c752d2972aed31189566558248893fb0820f194e03b"",""max_displacement_m"":0.0}]",,,,,,
3,EXT.LN.P004,,,,,,,,,,,,,,,,434152.9372170462,9229307.182262179,EXT.LN.P004,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,fc23a1a3f71dbbac2cf6ef7755990f39f220ba316227320af2b56178a4b05a84,21AAA,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""fc23a1a3f71dbbac2cf6ef7755990f39f220ba316227320af2b56178a4b05a84"",""max_displacement_m"":0.0}]",,,,,,
4,EXT.LN.P006,,,,,,,,,,,,,,,,434203.6383871202,9229299.881207207,EXT.LN.P006,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,24c67ade49c9f3855d2d7a71601790cc6d05671d8be105f25e8bf208b16c1558,21AB8,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""24c67ade49c9f3855d2d7a71601790cc6d05671d8be105f25e8bf208b16c1558"",""max_displacement_m"":0.0}]",,,,,,
5,EXT.LN.P001,,,,,,,,,,,,,,,,434015.88182267384,9229302.338994022,EXT.LN.P001,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,1cb1431b51412a991ac8d8d9bede102e38211226b6ce71f072aeed15321d4e25,21A95,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1cb1431b51412a991ac8d8d9bede102e38211226b6ce71f072aeed15321d4e25"",""max_displacement_m"":0.0}]",,,,,,
6,EXT.LN.P002,,,,,,,,,,,,,,,,434064.0414725531,9229304.781273723,EXT.LN.P002,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,328d67f9f9983c71802e4b67497faef4f6f53b4041da4bc957e21218f6fed2a8,21A9C,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""328d67f9f9983c71802e4b67497faef4f6f53b4041da4bc957e21218f6fed2a8"",""max_displacement_m"":0.0}]",,,,,,
7,EXT.MR.GJM.S08.P025,,,,,,,,,,,,,,,,433912.868946065,9229149.447368402,EXT.MR.GJM.S08.P025,DWG_DERIVED:AI-ANNOTATION-OBSERVED_998792492966DD00BE5B20380AEE8BF6-001|RULE:AI-ANNOTATION-ASSIGN-001,27f16908f6aa84bbafb637b9236d8081b61296b88ee9238a99ceff49be1e5859,21A56,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""27f16908f6aa84bbafb637b9236d8081b61296b88ee9238a99ceff49be1e5859"",""max_displacement_m"":0.0}]",,,,,,
8,EXT.LN.P005,,,,,,,,,,,,,,,,434181.5236043151,9229308.270766826,EXT.LN.P005,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,bfecfe5f225963fd7ba4a50983af4154680bcaca6ec67d15678c393daa93c5ef,21AB1,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""bfecfe5f225963fd7ba4a50983af4154680bcaca6ec67d15678c393daa93c5ef"",""max_displacement_m"":0.0}]",,,,,,
9,MQM.GJM.BLOR3.P037,,,,,,,,,,,,,,,,433983.773275455,9229294.080765786,MQM.GJM.BLOR3.P037,DWG_DERIVED:AI-ANNOTATION-OBSERVED_C2017E8E0EEB856E2C302914FB5C0F41-001|RULE:AI-ANNOTATION-ASSIGN-001,2011325aacae06d3a48757f3e0a02984b28d00177c05716e435ef6d28f6ba108,21A87,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2011325aacae06d3a48757f3e0a02984b28d00177c05716e435ef6d28f6ba108"",""max_displacement_m"":0.0}]",,,,,,
10,EXT.LN.P038,,,,,,,,,,,,,,,,434321.41265144333,9229293.569656499,EXT.LN.P038,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7EC4E203FE23693033AAE4DE90D649BB-001|RULE:AI-ANNOTATION-ASSIGN-001,2b2e40d74c15c347318cb19b167636351afb3f48fc36d4a0a0bb295b0f5899fc,20958,EXT POLE,SOURCE_ASSET,16,,Continuous,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2b2e40d74c15c347318cb19b167636351afb3f48fc36d4a0a0bb295b0f5899fc"",""max_displacement_m"":0.0}]",,,,,,
