fid,CODE,route_key,source_entity_key,source_handle,source_layer,segment_index,source_segment_key,source_segment_kind,native_length_source,source_native_length_m,delivery_vertex_count,delivery_chord_length_native,materialization_policy_version,measurement_state,dimension_entity_key,measurement_native_m,measurement_delta_m,delivery_grid_length_m,geodesic_length_m,length_value_m,status,length_label,length_source,unit,schema_version,parent_cable_code,parent_display_label,parent_label_provenance,LONGUEUR,display_label,label_provenance,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m
1,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,0,850c30455ee1fa34e58f1654a41d36420fc722aa5b1ee89da8b692141d1dc0f9,line,ordered_wcs_vertices,56.939890739247296,2,56.939890739247296,cad2gis.bulge_tessellation.v1,dimension_measured,bdaf78dcf9fc21a6c11ffba9f4df038ed8daf48cf002f202b8fcd95ddfa086b6,56.93989073924763,3.339550858072471e-13,56.939890739797086,56.95959570170821,56.93989073924763,measured,56.9399m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,56.939890739797086,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":0,""source_segment_key"":""850c30455ee1fa34e58f1654a41d36420fc722aa5b1ee89da8b692141d1dc0f9"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",56.93989073924763,,,
2,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,1,2fe3dba74a1e6265553c110ae5e181f4efd96adddf139035ef918925e05fa0bb,line,ordered_wcs_vertices,40.588679094898716,2,40.588679094898716,cad2gis.bulge_tessellation.v1,dimension_measured,fb9a785e12d5c9a4caab3f1837d34d75a4739c2f91b7df5bac26b2cd3a01f02a,40.5886790948989,1.8474111129762605e-13,40.58867909358054,40.60272539574853,40.5886790948989,measured,40.5887m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,40.58867909358054,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":1,""source_segment_key"":""2fe3dba74a1e6265553c110ae5e181f4efd96adddf139035ef918925e05fa0bb"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",40.5886790948989,,,
3,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,2,dd327f704c245b5d93cbcb1074d43bc61bed5dab98914f7ebe64d22a7e4dd892,line,ordered_wcs_vertices,46.01876747237576,2,46.01876747237576,cad2gis.bulge_tessellation.v1,dimension_measured,f5da95f1e7f54866eef0fea745d961d5b490722c160a9e8d43a48d2c918a564c,46.01876747237588,1.2079226507921703e-13,46.01876747295387,46.03469277985184,46.01876747237588,measured,46.0188m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,46.01876747295387,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":2,""source_segment_key"":""dd327f704c245b5d93cbcb1074d43bc61bed5dab98914f7ebe64d22a7e4dd892"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",46.01876747237588,,,
4,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,3,63ac1fc7e7d778286cd2a414dd75c115ad3fa402351eb7c9b952452faaf4f3d1,line,ordered_wcs_vertices,30.45767648310351,2,30.45767648310351,cad2gis.bulge_tessellation.v1,dimension_measured,07d54163f933a9472efe5dc3fee1f9ed5b293b3f762a8a2f76fedddcd4524805,30.45767648310357,6.039613253960852e-14,30.457676483106994,30.468217402001933,30.45767648310357,measured,30.4577m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,30.457676483106994,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":3,""source_segment_key"":""63ac1fc7e7d778286cd2a414dd75c115ad3fa402351eb7c9b952452faaf4f3d1"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",30.45767648310357,,,
5,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,4,5de9e05dd3840e8188824132abc413649f48145b24e564d3e2a921efec1251ec,line,ordered_wcs_vertices,44.61589943908507,2,44.61589943908507,cad2gis.bulge_tessellation.v1,dimension_measured,a70e7bc79aeba25bee99cf1b210811988c9aab772c81cc7479149f4d6d0d479d,44.61589943908438,-6.892264536872972e-13,44.61589943906876,44.63134303523879,44.61589943908438,measured,44.6159m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,44.61589943906876,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":4,""source_segment_key"":""5de9e05dd3840e8188824132abc413649f48145b24e564d3e2a921efec1251ec"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",44.61589943908438,,,
6,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,5,a4ccfff8d4ac19b7668e3288be520b8ee1a8e7a259328f83003c572c18db519e,line,ordered_wcs_vertices,33.238992549706964,2,33.238992549706964,cad2gis.bulge_tessellation.v1,dimension_measured,716484ad62588c7c46ea57df9858aaeeb2e4df6883ba38a0913e5916188b6fe9,33.23899254971002,3.055333763768431e-12,33.23899254970718,33.25050019607023,33.23899254971002,measured,33.239m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,33.23899254970718,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":5,""source_segment_key"":""a4ccfff8d4ac19b7668e3288be520b8ee1a8e7a259328f83003c572c18db519e"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",33.23899254971002,,,
7,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,6,2d008340f7552903b33183defbf6a22a42ce28d8dcd21e64440c89dfedee30ec,line,ordered_wcs_vertices,8.11609108760257,2,8.11609108760257,cad2gis.bulge_tessellation.v1,dimension_measured,a6c211eba4bb0c3f5f9939ee0e2b374af372274fadd472a4c16e0ffc047e8efc,8.116091087603309,7.389644451905042e-13,8.116091087617797,8.118901166299501,8.116091087603309,measured,8.11609m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,8.116091087617797,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":6,""source_segment_key"":""2d008340f7552903b33183defbf6a22a42ce28d8dcd21e64440c89dfedee30ec"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",8.116091087603309,,,
8,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,7,218e4d3fb62ba6129fa4f79d893aecb36b9e1005aa14f6f6b9289ce1f12a0f05,line,ordered_wcs_vertices,48.22153675109226,2,48.22153675109226,cad2gis.bulge_tessellation.v1,dimension_measured,67dc163df35cec511d1d964bdf4f34350a642358e7264d056eb31723676912ef,48.22153675109166,-5.968558980384842e-13,48.22153675099197,48.238234609970924,48.22153675109166,measured,48.2215m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,48.22153675099197,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":7,""source_segment_key"":""218e4d3fb62ba6129fa4f79d893aecb36b9e1005aa14f6f6b9289ce1f12a0f05"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",48.22153675109166,,,
9,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,8,f777d7e3e7ddc68579d77ad45648e14638154286a4232d4c0735bffdcd060c2b,line,ordered_wcs_vertices,35.614727256026015,2,35.614727256026015,cad2gis.bulge_tessellation.v1,dimension_measured,89c66bc1062bb5eb9b2f6528fa37aeaf2b9f85bae38ec790b15a0fd641da9616,35.61472725602653,5.115907697472721e-13,35.61472725606635,35.62706214043577,35.61472725602653,measured,35.6147m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,35.61472725606635,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":8,""source_segment_key"":""f777d7e3e7ddc68579d77ad45648e14638154286a4232d4c0735bffdcd060c2b"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",35.61472725602653,,,
10,CABLE-CAD-21B6C,79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,FO 48 CORE,9,1434811fa65c294f56d9348ff9c0ddf5be5049727e2d8f78b12de4c5197a1b85,line,ordered_wcs_vertices,53.31708358108884,2,53.31708358108884,cad2gis.bulge_tessellation.v1,dimension_measured,b898921b9e4841c29c802032415559256e8d9f23dab30c2ab8f7588be6d8c385,53.31708358108881,-2.842170943040401e-14,53.31708358109068,53.33555341136537,53.31708358108881,measured,53.3171m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-21B6C,,UNAVAILABLE,53.31708358109068,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""79f9ca2c3d8be22ac541963d9d1f8ddba2ee79651787e1a4afcc01f296a55931"",""segment_index"":9,""source_segment_key"":""1434811fa65c294f56d9348ff9c0ddf5be5049727e2d8f78b12de4c5197a1b85"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",53.31708358108881,,,
