fid,CODE,NOM,REF_PLAQUE,ORIGINE,EXTREMITE,COMPOSITION,TYPE,TYPE_LOG,STATUT,PROPRIETAIRE,GESTIONNAIRE,COMMENT,LONGUEUR,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,INFRA-CAD-4D0A2,,,,,,,,,,,,740.5827732896641,,UNAVAILABLE,3fb1a153b942cc20aef89ad16220b4efd038480c05c43b320e827aab01e78ff9,4D0A2,FO 48 CORE.,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3fb1a153b942cc20aef89ad16220b4efd038480c05c43b320e827aab01e78ff9"",""max_displacement_m"":0.0}]",,,,,740.5827732896641,739.9392392551688
2,INFRA-CAD-4D0A3,,,,,,,,,,,,686.7076089835698,,UNAVAILABLE,db3cefdf6bcbc4cdfcf4a6a191d62475bd4c4fcca765185ecb81c634f585ecf0,4D0A3,FO 24 CORE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""db3cefdf6bcbc4cdfcf4a6a191d62475bd4c4fcca765185ecb81c634f585ecf0"",""max_displacement_m"":0.0}]",,,,,686.7076089835698,686.1114486803591
3,INFRA-CAD-4D0DA,,,,,,,,,,,,27.66337645666866,,UNAVAILABLE,531a7f319800777555a8ee9d6df3db569c103b8b3284613cdbe46c0724cfe6e2,4D0DA,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""531a7f319800777555a8ee9d6df3db569c103b8b3284613cdbe46c0724cfe6e2"",""max_displacement_m"":0.0}]",,,,,27.66337645666866,27.639362123744988
4,INFRA-CAD-4D0A6,,,,,,,,,,,,32.74636042668309,,UNAVAILABLE,e01342b4069bdde29eb84655d28753f32f7f363a0f76a7e96e94b19a432a5cc4,4D0A6,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e01342b4069bdde29eb84655d28753f32f7f363a0f76a7e96e94b19a432a5cc4"",""max_displacement_m"":0.0}]",,,,,32.74636042668309,32.717893661202964
5,INFRA-CAD-4D0AB,,,,,,,,,,,,29.981501419623573,,UNAVAILABLE,65bbda8f7d19aeac6f0eedd8147af0703243c8442062fe62b7046f7a7be13ee9,4D0AB,SLING WIRE,DERIVED_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""65bbda8f7d19aeac6f0eedd8147af0703243c8442062fe62b7046f7a7be13ee9"",""max_displacement_m"":0.0},{""operation"":""bridge_cable_endpoint_to_pole"",""source_entity_key"":""1168144963f726b9328faeb2c86189c2f0c8c2bd481e90f11182b1e01fb2f8c8"",""route_source_entity_key"":""65bbda8f7d19aeac6f0eedd8147af0703243c8442062fe62b7046f7a7be13ee9"",""support_feature_key"":""c599b68540b5b6eef63d41584a28c8b93f25e16ecfad82cd02507ed8b03e32a2"",""support_handle"":""4CF2C"",""endpoint_index"":1,""source_endpoint"":[-1379.520221946726,13446.6947765366],""target_endpoint"":[-1380.089940549894,13446.83119498202],""max_displacement_m"":0.5858235903805736}]",,,,,29.981501419623573,29.955467340342175
6,INFRA-CAD-4D0A5,,,,,,,,,,,,33.51027985951082,,UNAVAILABLE,f7929da227c1382bbd80741108cff31d64897f0e131e827e043bd5c67775f1af,4D0A5,SLING WIRE,DERIVED_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f7929da227c1382bbd80741108cff31d64897f0e131e827e043bd5c67775f1af"",""max_displacement_m"":0.0},{""operation"":""bridge_cable_endpoint_to_pole"",""source_entity_key"":""607bbbf8f25cbc2901c1f8784d4e063ccca30443f61c029953fbf882b61ec225"",""route_source_entity_key"":""f7929da227c1382bbd80741108cff31d64897f0e131e827e043bd5c67775f1af"",""support_feature_key"":""8d39f4d24cde7ad6eb71262dbf4e2816e43996b993eabde7f9eadca58c1cd8f3"",""support_handle"":""4CE3C"",""endpoint_index"":0,""source_endpoint"":[-1270.061119993923,13671.0522577018],""target_endpoint"":[-1269.653865391608,13671.69060087279],""max_displacement_m"":0.7571910690541384}]",,,,,33.51027985951082,33.48115273722366
7,INFRA-CAD-4D0B2,,,,,,,,,,,,32.834889049054745,,UNAVAILABLE,72498ad09f35407f6fc9127bac033b82403d8e55b0c67e3e10fd7507507f3b39,4D0B2,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""72498ad09f35407f6fc9127bac033b82403d8e55b0c67e3e10fd7507507f3b39"",""max_displacement_m"":0.0}]",,,,,32.834889049054745,32.80636765738823
8,INFRA-CAD-4D0B4,,,,,,,,,,,,38.46712371308608,,UNAVAILABLE,91e91b6b049409aa697d8bc05edc752a319d559a2357ad6168c90e214c1a658a,4D0B4,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""91e91b6b049409aa697d8bc05edc752a319d559a2357ad6168c90e214c1a658a"",""max_displacement_m"":0.0}]",,,,,38.46712371308608,38.43371991447382
9,INFRA-CAD-4D0A4,,,,,,,,,,,,40.723592092615796,,UNAVAILABLE,73fe720352c17f7f0e491cb0b9c509fd7fca33db6cfec5071a4d7a182233df05,4D0A4,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""73fe720352c17f7f0e491cb0b9c509fd7fca33db6cfec5071a4d7a182233df05"",""max_displacement_m"":0.0}]",,,,,40.723592092615796,40.68820675771296
10,INFRA-CAD-4D0AD,,,,,,,,,,,,45.32444057588702,,UNAVAILABLE,f26c0b5bbdbce988a8c1e4750e9a6b6e795b0a8620a667531c3d7f803c99cbfc,4D0AD,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f26c0b5bbdbce988a8c1e4750e9a6b6e795b0a8620a667531c3d7f803c99cbfc"",""max_displacement_m"":0.0}]",,,,,45.32444057588702,45.28508724273645
