fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,MR.PTV.P042,,,,,,,,,,,,,,,,819887.8423487837,9896262.373321809,MR.PTV.P042,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,49ea8fc10f50f32695447756c1dabf056183df76761c3c148543df64422a8f48,4CEA4,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""49ea8fc10f50f32695447756c1dabf056183df76761c3c148543df64422a8f48"",""max_displacement_m"":0.0}]",,,,,,
2,MR.PTV.P033,,,,,,,,,,,,,,,,819821.1197432246,9896237.426778503,MR.PTV.P033,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,15456f6652b8b0cf153d05e204c9feaac8dd55a8ddf93dd16a681bebf3dc3aa8,4CEAC,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""15456f6652b8b0cf153d05e204c9feaac8dd55a8ddf93dd16a681bebf3dc3aa8"",""max_displacement_m"":0.0}]",,,,,,
3,MR.PTV.P005,,,,,,,,,,,,,,,,819976.1379909683,9896272.792514056,MR.PTV.P005,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,abe68b7124d7f04d48f400f6cea9065be071768b640fcf53b3d289c478b97c9e,4CF9C,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""abe68b7124d7f04d48f400f6cea9065be071768b640fcf53b3d289c478b97c9e"",""max_displacement_m"":0.0}]",,,,,,
4,MR.PTV.P044,,,,,,,,,,,,,,,,819887.7430553733,9896348.99500734,MR.PTV.P044,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,cae41a6793881ee67345e390dedc39e4d0c5f41582fffeda6e22fa6472211370,4CF74,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""cae41a6793881ee67345e390dedc39e4d0c5f41582fffeda6e22fa6472211370"",""max_displacement_m"":0.0}]",,,,,,
5,MR.PTV.P012,,,,,,,,,,,,,,,,820007.9912798234,9896201.912246414,MR.PTV.P012,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,809e6eef123b15336a2c1e2b975471baadb221562b335034bed816e6b2a643a6,4CEEC,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""809e6eef123b15336a2c1e2b975471baadb221562b335034bed816e6b2a643a6"",""max_displacement_m"":0.0}]",,,,,,
6,MR.PTV.P034,,,,,,,,,,,,,,,,819822.6982919675,9896272.96060037,MR.PTV.P034,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,e74874a61942ab337a708554f764d4817740fed971f7ffd12565dc468195b1f6,4CEB4,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e74874a61942ab337a708554f764d4817740fed971f7ffd12565dc468195b1f6"",""max_displacement_m"":0.0}]",,,,,,
7,MR.PTV.P004,,,,,,,,,,,,,,,,819969.4221308285,9896196.044374222,MR.PTV.P004,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,5973fad66deeec6d802fac53f27e1bf414bd7272788c0066111dc717d4ec1587,4CE14,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5973fad66deeec6d802fac53f27e1bf414bd7272788c0066111dc717d4ec1587"",""max_displacement_m"":0.0}]",,,,,,
8,MR.PTV.P013,,,,,,,,,,,,,,,,820006.7107689518,9896179.215576034,MR.PTV.P013,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c9897f7ecabfaaa60b8f30880dfc568f37a7daaac45461813ee3fa7c46c61d6c,4CEE4,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c9897f7ecabfaaa60b8f30880dfc568f37a7daaac45461813ee3fa7c46c61d6c"",""max_displacement_m"":0.0}]",,,,,,
9,MR.PTV.P037,,,,,,,,,,,,,,,,819856.1660135804,9896270.88384462,MR.PTV.P037,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,ad9f47b2bba42d621eb6bde571ab74ea2c81016bb3f5e8ede6988de3efea4c2d,4CF3C,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ad9f47b2bba42d621eb6bde571ab74ea2c81016bb3f5e8ede6988de3efea4c2d"",""max_displacement_m"":0.0}]",,,,,,
10,MR.PTV.P035,,,,,,,,,,,,,,,,819825.2629614259,9896313.082702288,MR.PTV.P035,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,35ade6bbc7e13fa4e43613caa0171f49cf10f4af719127b077041094ce23dd48,4CEBC,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""35ade6bbc7e13fa4e43613caa0171f49cf10f4af719127b077041094ce23dd48"",""max_displacement_m"":0.0}]",,,,,,
