layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,0651260f55b157ffb39ea76108c178bd0e75a432edd5c1733e7d0abd056b4185,4D1D4,1,True,INSERT,collocate_with_support|identity,12.094885684009306,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.094885684009306
BOITE,129e581d0092befe1661f63271c4ab5f8829292b3b38c0b655a3cb9fc65bd006,4D1FC,1,True,INSERT,collocate_with_support|identity,11.966373017006363,,,,explicit_derived_displacement,source_Point_to_delivery_Point,11.966373017006363
BOITE,1edc347a0bd0c342f2e2b2f04c2a9893cafbe938419c1c0b6c3f4bee0889ab16,4D1CC,1,True,INSERT,collocate_with_support|identity,11.997756841853395,,,,explicit_derived_displacement,source_Point_to_delivery_Point,11.997756841853395
BOITE,2285157e369c759a9efc16999c0d27e62668ad5ab4a19046efbeb373a24cf93f,4D1DC,1,True,INSERT,collocate_with_support|identity,12.08298328392036,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.08298328392036
BOITE,268226bff3fb8600150a51a92f4dda526188628db91dce1c828570481f48e71f,4D1F8,1,True,INSERT,collocate_with_support|identity,12.085153346761572,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.085153346761572
BOITE,2881e0383b098c545d993ee8516ae5f3374ed287cbe99265b4b513f09e3bfc84,4D20C,1,True,INSERT,collocate_with_support|identity,12.08515334631818,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.08515334631818
BOITE,2e474c3235f98a2914943ffc3306831d38a91a8aff68d4c4da0b51269ad60e13,4D1E0,1,True,INSERT,collocate_with_support|identity,12.085153346423922,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.085153346423922
BOITE,39426cc5917ecac228d100ba35b10c8eb6044eebbf7bba8b5b171b2afa4cb89e,4D1C8,1,True,INSERT,collocate_with_support|identity,12.020647427998577,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.020647427998577
BOITE,46c13da920a6b9dd2c4c21faab8f90aa1384ca5b9e990f11e8f333bb96d5d70f,4D1C4,1,True,INSERT,collocate_with_support|identity,12.03550511714516,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.03550511714516
BOITE,54b42b06e220dd88066522fbdc4945bd3e7ec248477e93f266029b4ccf1f1862,4D200,1,True,INSERT,collocate_with_support|identity,12.085153346219574,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.085153346219574
BOITE,6a1d1a9883bf6b19cedd6bcf9628aff7f7bba886d8917329a6d33b06eeba3985,4D1C0,1,True,INSERT,collocate_with_support|identity,11.72576916191118,,,,explicit_derived_displacement,source_Point_to_delivery_Point,11.72576916191118
BOITE,77b35680ffc7bedce8668205c8c4dc76caf37e878f5bf17545406ca38354995c,4D218,1,True,INSERT,identity,2.4014966060315314e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.4014966060315314e-10
BOITE,7d12a0068c52d1794c443a628b754785246e4a15f3cec905394717be334d401f,4D1F0,1,True,INSERT,collocate_with_support|identity,12.08515334673143,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.08515334673143
BOITE,80715a1bb71f51ebc7b97e94425a7df1d6757752c903ce23e2cf6cd9b73c4094,4D1D8,1,True,INSERT,collocate_with_support|identity,12.085153346359535,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.085153346359535
BOITE,8579237fa602eb55f12a94561c5a2b6d68a06d0a1b71e4fe84b698f977a8da95,4D1E4,1,True,INSERT,collocate_with_support|identity,12.085153346799862,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.085153346799862
BOITE,88297f30da5afc3bfc32422a7ef639d836de53fb944fc50c220830338ea02ef2,4D1E8,1,True,INSERT,collocate_with_support|identity,12.005211616777835,,,,explicit_derived_displacement,source_Point_to_delivery_Point,12.005211616777835
