layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,CODE,SITE-CAD-4D9B7,SITE-CAD-4D9B7,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,COMMUNE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,X,818234.4245355522,818234.4245355522,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,Y,9915358.81035634,9915358.81035634,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,f912e69776ee982d6d6bccc0792a5f78c32d18151e7600bfbf4fa771bd2881d2,4D9B7,display_label,72,72,DWG_DIRECT:block-attribute-text,False,exact,exact,"["""", ""72"", ""72""]",,[],,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,CODE,TPA-05.084.C07,TPA-05.084.C07,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001,False,exact,verified_selected_annotation,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,CODE_PTC,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,REF_PM,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,CAPACITE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,NB_FIBRE_UTIL,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,REF_BPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,NB_CASSETTES_MAX,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,CABLE_AMONT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,VILLE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
BOITE,1,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,X,818355.0483398396,818355.0483398396,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"["""", ""16"", ""16""]",ac399fc88f3e5722bb2f146fe13ab20069c8423f671d7e2c8bc3ed8d91d08e6d,"[""TPA-05.084.C07""]",,[],False,False
