entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
00519db0d61955e209116a3e0fb39b1881d70afab910cdd4236f312735b5de16,4CAA5,TEXT,Homepass Number,284,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
00a4530ef0c3f2da1f4c4c23c3f05a285d0a29378667c0a43d3436fb6e4187c4,4C7FB,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00a4bfb5cc07dc9f888484490ee7986bfd9e1594b7e846d750dcc81196567571,4C8E8,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00c1de1c7eedc94204af704fec08cbd2d41feac1e9a78265dce96777092e82bc,4C8D0,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00e016950a802da2afa786ef80d2ad397b9907879f8d7c343d19498f11431db8,4C973,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00faf1ef7bd06b21d619ba95fafbaecd72e4b53c18444cf2e8a1464b46e5f2ba,4CDAD,INSERT,NEW POLE 7m(2.5 inches),,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
0145da29a58540d0161bc0d81da528d656621a785ecd00e9d1b8c6141ffb2338,4CF8C,TEXT,NEW POLE ID 7m (2.5 inches),MR.TPA-05.P089,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
01bdb777ec3eadbedc6305c9e2250934abcfe7581031fbb4b1efe410c06bdcb2,4D17B,LWPOLYLINE,FO 24 CORE,,mapped,49,"{""CABLE"": 48, ""INFRASTRUCTURE"": 1}",delivered,,False,,False,
01d44b6941a6b2b5d7cfe695c30a53f6783e7e8a60795884851d614f47acbdb8,4E069,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
02027f645e85be333f4ae91b31bf957b3f24a1395806b1f98f7ecd398e6c49ac,4DB33,INSERT,SPAN KU,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0287ae26667b7a8b033cf0cc25ce615a53ae942ddb1b146009d6b3a7196b9874,4C914,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
029c3b5b4271e2bf3ec8dc112a670e9d88bf138367867f34af670ccafca27ceb,4CAC3,TEXT,Homepass Number,314,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
02a23bc07ff3094d2c6354d33061a922c3aaea7e090b1d8d47b564bb33ad28a4,4C943,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02a99205fa39bc48d5caa18a3ee733540f4a513ee7b93cd9b9d7fa32ead936b9,4CA96,TEXT,Homepass Number,269,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
02c798fc85ab3b796c0290a2f86634b9ae5862616008ada5e1bc1fa9f22322f7,4C7A5,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
033057a87418d2f5494dd10b97b92cfc2f5b05406dea0d41f1c6cf9767226413,4E3C9,DIMENSION,SPAN KU,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
03664260abbf3aeadc84b3ae586db243a74ca6b19dc1142dc540af643e3c16c2,4D0B5,INSERT,NEW POLE 7m(3 inches),,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
042046d041680b7339bf3ad72d8dfa27a9d22ccbeab3ef9b5afdcb78994b53ac,4CC13,LWPOLYLINE,Base Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
045a4c8a25f510cc174d5830f384cabd38efc21202cc384a76b03efbfd11d81a,4C9EE,TEXT,Homepass Number,101,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
045d725836145120aef344ce9b081ff66e76352c19d24cf6031eb8c85c6a438c,4CF5C,TEXT,NEW POLE ID 7m(3 inches),MR.TPA-05.P083,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
