fid,CODE,REF_PLAQUE,REGION,PROVINCE,VILLE,COMMUNE,CODE_POSTAL,NUMERO_VOIE,TYPE_VOIE,TYPE_BATIMENT,TYPE_CLIENT,NB_LOC_RES,NB_LOC_PRO,NB_LOC_TOT,RACCORDEMENT,STATUT,NB_ETAGE,COL_MONTANTE,SOUS_SOL,SOUS_SOL_COMMUN,BPE_CODE,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,GUDANG-28,,,,,,,,,,,,,,,,,,,,,12543659.757336618,-821736.9269243343,GUDANG-28,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ec7d27635e753087f6298637104a42a3048a3328dc3c0922b77010fbe0eef852,583,HP REDUCE,SOURCE_HOME_LABEL,251,,BYLAYER,-1,6.10264176738171,349.6556171512295,10.194596988846056,ACI:251|LT:BYLAYER|LW:-1|ROT_QGIS:10.194596989,"[{""operation"":""identity"",""source_entity_key"":""ec7d27635e753087f6298637104a42a3048a3328dc3c0922b77010fbe0eef852"",""max_displacement_m"":0.0}]",,,,,,
2,NN-34,,,,,,,,,,,,,,,,,,,,,12543693.384827586,-821566.904284185,NN-34,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,4677a2331aeadf13c0762b4e1e8e2db785f668fd2908d58cefd1645c8176bbb1,5B1,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,6.073628224876041,347.9932636169312,11.867170230055843,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:11.867170230,"[{""operation"":""identity"",""source_entity_key"":""4677a2331aeadf13c0762b4e1e8e2db785f668fd2908d58cefd1645c8176bbb1"",""max_displacement_m"":0.0}]",,,,,,
3,GUDANG-15,,,,,,,,,,,,,,,,,,,,,12543775.912324224,-821863.0878543693,GUDANG-15,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a3660e7dd57da5e2a40bb63acc4066ed287ea2f0cf5941b9a0cb1307ecf48a85,576,HP REDUCE,SOURCE_HOME_LABEL,251,,BYLAYER,-1,6.10264176738171,349.6556171512295,10.194429093961105,ACI:251|LT:BYLAYER|LW:-1|ROT_QGIS:10.194429094,"[{""operation"":""identity"",""source_entity_key"":""a3660e7dd57da5e2a40bb63acc4066ed287ea2f0cf5941b9a0cb1307ecf48a85"",""max_displacement_m"":0.0}]",,,,,,
4,NN-36,,,,,,,,,,,,,,,,,,,,,12543806.976702265,-821513.9307997593,NN-36,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,770288313f46a5931342b2e96c13c0c752cab5d1cf7378d75b7a2412577d1ad3,5B3,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,6.073628224876041,347.9932636169312,11.867052587013541,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:11.867052587,"[{""operation"":""identity"",""source_entity_key"":""770288313f46a5931342b2e96c13c0c752cab5d1cf7378d75b7a2412577d1ad3"",""max_displacement_m"":0.0}]",,,,,,
5,NN-55,,,,,,,,,,,,,,,,,,,,,12543708.923767269,-821626.5387415879,NN-55,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,2b78e5d33125290cdac0937c6a744ccee8edeab88a7cb2bdfffd474ade9e3cbf,5C6,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,1.3861238335335448,79.4190455439664,280.29860891414853,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:280.298608914,"[{""operation"":""identity"",""source_entity_key"":""2b78e5d33125290cdac0937c6a744ccee8edeab88a7cb2bdfffd474ade9e3cbf"",""max_displacement_m"":0.0}]",,,,,,
6,NN-119,,,,,,,,,,,,,,,,,,,,,12543811.819040809,-821483.9402105291,NN-119,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,126971798582e6644acb0e95faffc0493322a6a5bf7596d3d04e1ff859c895b9,609,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,1.4862600622721747,85.15642882704653,274.5975922741346,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:274.597592274,"[{""operation"":""identity"",""source_entity_key"":""126971798582e6644acb0e95faffc0493322a6a5bf7596d3d04e1ff859c895b9"",""max_displacement_m"":0.0}]",,,,,,
7,NN-23,,,,,,,,,,,,,,,,,,,,,12543719.603909492,-821590.8637746897,NN-23,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,81f80c35b90451b50eabe5c270af00d6bcaa70f26978e358c8e5cf787c081869,5A6,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,6.073628224876041,347.9932636169312,11.867133527634694,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:11.867133528,"[{""operation"":""identity"",""source_entity_key"":""81f80c35b90451b50eabe5c270af00d6bcaa70f26978e358c8e5cf787c081869"",""max_displacement_m"":0.0}]",,,,,,
8,NN-1,,,,,,,,,,,,,,,,,,,,,12543599.81451047,-821622.0950563117,NN-1,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,25a786888fa0ec681a6281fd5ede6de8a6260ecd122a6b8aa776e2888973363c,4BE,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,6.073628224876041,347.9932636169312,11.867264121263089,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:11.867264121,"[{""operation"":""identity"",""source_entity_key"":""25a786888fa0ec681a6281fd5ede6de8a6260ecd122a6b8aa776e2888973363c"",""max_displacement_m"":0.0}]",,,,,,
9,NN-47,,,,,,,,,,,,,,,,,,,,,12543642.968535243,-821612.1217640885,NN-47,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,7f36e82795fa44faf070fca188dae0fd280e39731f8a493097194ff562f955d2,5BE,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,1.3861238335335448,79.4190455439664,280.2986880962126,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:280.298688096,"[{""operation"":""identity"",""source_entity_key"":""7f36e82795fa44faf070fca188dae0fd280e39731f8a493097194ff562f955d2"",""max_displacement_m"":0.0}]",,,,,,
10,NN-122,,,,,,,,,,,,,,,,,,,,,12543829.730231658,-821485.7232067419,NN-122,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c100e73a7b782fb94b749906ae706da32e024eead4869d256b461537246d4057,60C,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,1.4862600622721747,85.15642882704653,274.5975712716247,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:274.597571272,"[{""operation"":""identity"",""source_entity_key"":""c100e73a7b782fb94b749906ae706da32e024eead4869d256b461537246d4057"",""max_displacement_m"":0.0}]",,,,,,
