fid,CODE,NOM,REF_PLAQUE,ORIGINE,EXTREMITE,COMPOSITION,TYPE,TYPE_LOG,STATUT,PROPRIETAIRE,GESTIONNAIRE,COMMENT,LONGUEUR,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,INFRA-CAD-4D9F7,,,,,,,,,,,,30.862754023669034,,UNAVAILABLE,4f96937e12c937768ba8304931d50fe3ef81e67bc0f2b3862d94943f1638603a,4D9F7,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4f96937e12c937768ba8304931d50fe3ef81e67bc0f2b3862d94943f1638603a"",""max_displacement_m"":0.0}]",,,,,30.862754023669034,30.83639079080817
2,INFRA-CAD-4D9F0,,,,,,,,,,,,56.33613751412329,,UNAVAILABLE,627180c618ff5857790e26f46f1389c2cfc8791964ae4cc993ca7519fbe2e82f,4D9F0,SLING WIRE,DERIVED_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""627180c618ff5857790e26f46f1389c2cfc8791964ae4cc993ca7519fbe2e82f"",""max_displacement_m"":0.0},{""operation"":""bridge_cable_endpoint_to_pole"",""source_entity_key"":""2f5b062df05bd4677b4d5876b5298dbbe1b28f4456fa64351c26ff4b8f071892"",""route_source_entity_key"":""627180c618ff5857790e26f46f1389c2cfc8791964ae4cc993ca7519fbe2e82f"",""support_feature_key"":""8983362d39ebc59dbe6cb0dc8fd940e7d88487f4eb19dd482cae4cf6ef2a77fa"",""support_handle"":""4CEED"",""endpoint_index"":1,""source_endpoint"":[-2956.656715331124,32518.95619448472],""target_endpoint"":[-2956.656715331124,32518.33609664403],""max_displacement_m"":0.6200978406886861}]",,,,,56.33613751412329,56.28801557815333
3,INFRA-CAD-4DA16,,,,,,,,,,,,64.30159026929687,,UNAVAILABLE,d1e7b6e2be228d8b5d18074adfb11d1fcf3bd22e19aca911a30742fe14301c40,4DA16,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d1e7b6e2be228d8b5d18074adfb11d1fcf3bd22e19aca911a30742fe14301c40"",""max_displacement_m"":0.0}]",,,,,64.30159026929687,64.24663489412475
4,INFRA-CAD-4DA11,,,,,,,,,,,,50.45628421341465,,UNAVAILABLE,d6e00e55ee91879f017340e6107698baf897ef4c4cbc36b523ececcc00b6fd41,4DA11,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d6e00e55ee91879f017340e6107698baf897ef4c4cbc36b523ececcc00b6fd41"",""max_displacement_m"":0.0}]",,,,,50.45628421341465,50.41287737426365
5,INFRA-CAD-4DA15,,,,,,,,,,,,42.73577798331633,,UNAVAILABLE,222ab2b9fb1304b9de7299557d69d2b5458a9a488b4f2297da650e8db0c76e94,4DA15,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""222ab2b9fb1304b9de7299557d69d2b5458a9a488b4f2297da650e8db0c76e94"",""max_displacement_m"":0.0}]",,,,,42.73577798331633,42.699316216885244
6,INFRA-CAD-4D9F5,,,,,,,,,,,,40.08559136209621,,UNAVAILABLE,63096167f95e6980cda30582ae8832cf8c0082cfa25c8c903c8f8745e37308ff,4D9F5,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""63096167f95e6980cda30582ae8832cf8c0082cfa25c8c903c8f8745e37308ff"",""max_displacement_m"":0.0}]",,,,,40.08559136209621,40.051332648905884
7,INFRA-CAD-4DA14,,,,,,,,,,,,44.35796724451211,,UNAVAILABLE,178a9f03a8940d57872f7066ed1f9184c2ac98d8b53dc3f1d19785b27ed2e96c,4DA14,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""178a9f03a8940d57872f7066ed1f9184c2ac98d8b53dc3f1d19785b27ed2e96c"",""max_displacement_m"":0.0}]",,,,,44.35796724451211,44.32003519500895
8,INFRA-CAD-4D9D0,,,,,,,,,,,,87.82297977161724,,UNAVAILABLE,9cff6c995d9cee0d327c5fdbaea4ebc376f1ef0b45e623a8cea1f1d270745976,4D9D0,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9cff6c995d9cee0d327c5fdbaea4ebc376f1ef0b45e623a8cea1f1d270745976"",""max_displacement_m"":0.0}]",,,,,87.82297977161724,87.74808215480927
9,INFRA-CAD-4D9EC,,,,,,,,,,,,83.00853534627447,,UNAVAILABLE,35469a5bef08ad4dd30a19af1eb6650fdb6fb06b630bfef04e0a6734c1e2203e,4D9EC,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""35469a5bef08ad4dd30a19af1eb6650fdb6fb06b630bfef04e0a6734c1e2203e"",""max_displacement_m"":0.0}]",,,,,83.00853534627447,82.93765898244193
10,INFRA-CAD-4D9D1,,,,,,,,,,,,48.132179078077996,,UNAVAILABLE,232d65fef066ae0a09812c10303a751dfa9da1259ea7c28fa88ab04285a5a141,4D9D1,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""232d65fef066ae0a09812c10303a751dfa9da1259ea7c28fa88ab04285a5a141"",""max_displacement_m"":0.0}]",,,,,48.132179078077996,48.09113343293971
11,INFRA-CAD-4D17C,,,,,,,,,,,,576.9290428597686,,UNAVAILABLE,e7a622e9fcb6ac819a6df4ee51a105cf43870cb1768151ca927929a6978d595a,4D17C,FO 24 CORE,SOURCE_ROUTE,8,#808080,Continuous,30,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e7a622e9fcb6ac819a6df4ee51a105cf43870cb1768151ca927929a6978d595a"",""max_displacement_m"":0.0}]",,,,,576.9290428597686,576.4362653670588
