fid,CODE,CODE_PTC,REF_PLAQUE,REF_NRO,REF_PM,TYPE,TYPE_STRUCTURE,MODE_POSE,CAPACITE,NB_LOGEMENT,NB_SPLICES,NB_FIBRE_UTIL,FABRIQUANT,REF_BPE,NB_CASSETTES_MAX,CABLE_AMONT,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,TPA-05.084.C07,,,,,,,,,,,,,,,,,,,,,,,818355.0483398396,9916022.694336398,TPA-05.084.C07 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961,4D208,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602203532,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260220,"[{""operation"":""identity"",""source_entity_key"":""acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""acc04212f048f60bd967874b3fb8355dbf98c8bc32f33cec1af2b3f346fa3961"",""support_feature_key"":""668e4d90299af33e02d775dc959bcab461e0acb92b541d070b853a43a7e46420"",""support_handle"":""4CF8D"",""max_displacement_m"":12.085153346619922}]",,,,,,
2,TPA-05.084.C06,,,,,,,,,,,,,,,,,,,,,,,818313.7286963887,9915878.430279266,TPA-05.084.C06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,f470b5bf380d9ab155e3d2d857f6eaf1bea834164e9f23016a33f12827733dad,4D204,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""f470b5bf380d9ab155e3d2d857f6eaf1bea834164e9f23016a33f12827733dad"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""f470b5bf380d9ab155e3d2d857f6eaf1bea834164e9f23016a33f12827733dad"",""support_feature_key"":""f2987cea6903e4dabfa18af4bd7e5094a2137df440c49100e0c65512e0a1f21b"",""support_handle"":""4CF6D"",""max_displacement_m"":12.085153346616561}]",,,,,,
3,TPA-05.084.C05,,,,,,,,,,,,,,,,,,,,,,,818298.1558991462,9915800.883673796,TPA-05.084.C05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,54b42b06e220dd88066522fbdc4945bd3e7ec248477e93f266029b4ccf1f1862,4D200,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602203532,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260220,"[{""operation"":""identity"",""source_entity_key"":""54b42b06e220dd88066522fbdc4945bd3e7ec248477e93f266029b4ccf1f1862"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""54b42b06e220dd88066522fbdc4945bd3e7ec248477e93f266029b4ccf1f1862"",""support_feature_key"":""76ff8d17143d3b5e04894838c224a80d76e1caed9cc35373bc9a8cc1a1456898"",""support_handle"":""4CF5D"",""max_displacement_m"":12.085153346614034}]",,,,,,
4,TPA-05.084.C02,,,,,,,,,,,,,,,,,,,,,,,818245.14755663,9915488.603340486,TPA-05.084.C02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,d16e906f8c99f7f4f87cf7df1d2c218997b2a9de9b2240e9c3fc7cf3cfd12f41,4D225,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""d16e906f8c99f7f4f87cf7df1d2c218997b2a9de9b2240e9c3fc7cf3cfd12f41"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""d16e906f8c99f7f4f87cf7df1d2c218997b2a9de9b2240e9c3fc7cf3cfd12f41"",""support_feature_key"":""79f06ced6b44258ddb4b989b832075e99cabc26e3efbf9024439bbdaa0fe7199"",""support_handle"":""4CF25"",""max_displacement_m"":12.085153346614865}]",,,,,,
5,TPA-05.084.A09,,,,,,,,,,,,,,,,,,,,,,,819111.8331121173,9914940.743201584,TPA-05.084.A09 · 6,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,80715a1bb71f51ebc7b97e94425a7df1d6757752c903ce23e2cf6cd9b73c4094,4D1D8,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""80715a1bb71f51ebc7b97e94425a7df1d6757752c903ce23e2cf6cd9b73c4094"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""80715a1bb71f51ebc7b97e94425a7df1d6757752c903ce23e2cf6cd9b73c4094"",""support_feature_key"":""ad81b6d2d9b6761f67cc0ac6097be77403dcf7e530c2a998e48dcdf42c9dc04a"",""support_handle"":""4D0B5"",""max_displacement_m"":12.085153346619922}]",,,,,,
6,TPA-05.084.C09,,,,,,,,,,,,,,,,,,,,,,,818450.9231853313,9915740.526391119,TPA-05.084.C09 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,c458e50b004239ec8cf2fca94414938a55df486851702484b73087c86a2ccdf4,4D210,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""c458e50b004239ec8cf2fca94414938a55df486851702484b73087c86a2ccdf4"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""c458e50b004239ec8cf2fca94414938a55df486851702484b73087c86a2ccdf4"",""support_feature_key"":""fca3b18d696dc4128680d362a4bcbbbf2624a97317e4a64cd7ff1a71f7083a7e"",""support_handle"":""4CFE5"",""max_displacement_m"":12.184453073776535}]",,,,,,
7,TPA-05.084.A10,,,,,,,,,,,,,,,,,,,,,,,819143.8830763124,9915239.456185678,TPA-05.084.A10 · 9,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,2285157e369c759a9efc16999c0d27e62668ad5ab4a19046efbeb373a24cf93f,4D1DC,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""2285157e369c759a9efc16999c0d27e62668ad5ab4a19046efbeb373a24cf93f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""2285157e369c759a9efc16999c0d27e62668ad5ab4a19046efbeb373a24cf93f"",""support_feature_key"":""74be6b3eec926631981c358736547d302bb17efd093eb716f8caa60f22a15773"",""support_handle"":""4D0FD"",""max_displacement_m"":12.082983283720885}]",,,,,,
8,TPA-05.084.A07,,,,,,,,,,,,,,,,,,,,,,,818462.774480053,9915055.597232824,TPA-05.084.A07 · 10,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,e8d4204eed7b830e9ed4c8953ddb73cd7c4a02a1f7a55fb6e33514e9f7f3ad22,4D1D0,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602203532,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260220,"[{""operation"":""identity"",""source_entity_key"":""e8d4204eed7b830e9ed4c8953ddb73cd7c4a02a1f7a55fb6e33514e9f7f3ad22"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""e8d4204eed7b830e9ed4c8953ddb73cd7c4a02a1f7a55fb6e33514e9f7f3ad22"",""support_feature_key"":""fe29e32d0c3df66a2b7257b87b7b2087a0bbd33ee5b4e26b622f73dc9a6ca158"",""support_handle"":""4D03D"",""max_displacement_m"":12.085153346615506}]",,,,,,
9,TPA-05.084.C11,,,,,,,,,,,,,,,,,,,,,,,818542.3859682949,9915554.274915375,TPA-05.084.C11 · 7,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,77b35680ffc7bedce8668205c8c4dc76caf37e878f5bf17545406ca38354995c,4D218,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""77b35680ffc7bedce8668205c8c4dc76caf37e878f5bf17545406ca38354995c"",""max_displacement_m"":0.0}]",,,,,,
10,TPA-05.084.A03,,,,,,,,,,,,,,,,,,,,,,,818238.5768277043,9915129.819070958,TPA-05.084.A03 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,6a1d1a9883bf6b19cedd6bcf9628aff7f7bba886d8917329a6d33b06eeba3985,4D1C0,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""6a1d1a9883bf6b19cedd6bcf9628aff7f7bba886d8917329a6d33b06eeba3985"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""6a1d1a9883bf6b19cedd6bcf9628aff7f7bba886d8917329a6d33b06eeba3985"",""support_feature_key"":""51e8dc196b2914ecbae4f5b78be594e2b98b56874d3b37803aadf9d9a82c2f7f"",""support_handle"":""4D172"",""max_displacement_m"":11.725769161888687}]",,,,,,
