fid,CODE,REF_PLAQUE,REF_NRO,REF_SRO,STATUT,NB_PRISES,COMMENT,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,ZPM-CAD-4CC12,,,,,,,,UNAVAILABLE,536c300f2cff114180a10460dcfef62ea69f0a8e407d0ae1bc9594e93c876161,4CC12,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""536c300f2cff114180a10460dcfef62ea69f0a8e407d0ae1bc9594e93c876161"",""max_displacement_m"":0.0}]",,,,,,
2,ZPM-CAD-4CC02,,,,,,,,UNAVAILABLE,4aef4ff4932189887c89824c49c4466a287759cc1aff9613abd4c75b1c8fc996,4CC02,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4aef4ff4932189887c89824c49c4466a287759cc1aff9613abd4c75b1c8fc996"",""max_displacement_m"":0.0}]",,,,,,
3,ZPM-CAD-4CC0F,,,,,,,,UNAVAILABLE,a17bf6bb2be2704602e8b52135e0c9b0298d0a2476207ab059a320f1db1f40af,4CC0F,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a17bf6bb2be2704602e8b52135e0c9b0298d0a2476207ab059a320f1db1f40af"",""max_displacement_m"":0.0}]",,,,,,
4,ZPM-CAD-4D166,,,,,,,,UNAVAILABLE,25710d5436a4b554e642e215f341ecaa421cfdbb7bff7c761de7335d4d12b3de,4D166,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""25710d5436a4b554e642e215f341ecaa421cfdbb7bff7c761de7335d4d12b3de"",""max_displacement_m"":0.0}]",,,,,,
5,ZPM-CAD-4CC0A,,,,,,,,UNAVAILABLE,d73dbc57f2d327da35ed836ec57edf30d976993fa73ad6e2a12985c7a0630152,4CC0A,FAT AREA,SOURCE_BOUNDARY,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d73dbc57f2d327da35ed836ec57edf30d976993fa73ad6e2a12985c7a0630152"",""max_displacement_m"":0.0}]",,,,,,
6,ZPM-CAD-4CC0B,,,,,,,,UNAVAILABLE,fea153d3d8d177a2840696321ff027b3e28068713a46a8293d63a7a95afcff9f,4CC0B,FAT AREA,SOURCE_BOUNDARY,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""fea153d3d8d177a2840696321ff027b3e28068713a46a8293d63a7a95afcff9f"",""max_displacement_m"":0.0}]",,,,,,
7,ZPM-CAD-4CC0C,,,,,,,,UNAVAILABLE,bf25c229ca6e9bb5dcb13c3ab6618ad694709a00d1e08728e9955a698f13f934,4CC0C,FAT AREA,SOURCE_BOUNDARY,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""bf25c229ca6e9bb5dcb13c3ab6618ad694709a00d1e08728e9955a698f13f934"",""max_displacement_m"":0.0}]",,,,,,
8,ZPM-CAD-4CC05,,,,,,,,UNAVAILABLE,137d6d70b6ba47391ee47c45f8ca69554a3031a218749d601d98f3e3380970c3,4CC05,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""137d6d70b6ba47391ee47c45f8ca69554a3031a218749d601d98f3e3380970c3"",""max_displacement_m"":0.0}]",,,,,,
9,ZPM-CAD-4CC11,,,,,,,,UNAVAILABLE,8105ef74a6334b1a4719383589e705cea48ee990f71957b95c2f7bdfd832dfec,4CC11,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8105ef74a6334b1a4719383589e705cea48ee990f71957b95c2f7bdfd832dfec"",""max_displacement_m"":0.0}]",,,,,,
10,ZPM-CAD-4CC04,,,,,,,,UNAVAILABLE,9f90d1a374caccedd22c49d270e5821d46263255b598b55e89cae1bf4b901b8c,4CC04,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9f90d1a374caccedd22c49d270e5821d46263255b598b55e89cae1bf4b901b8c"",""max_displacement_m"":0.0}]",,,,,,
11,ZPM-CAD-4CC01,,,,,,,,UNAVAILABLE,a30e8a33a7757c9809c4bd172f72fab6c06a01d46892f3ebac3ba1dcbb4f85dc,4CC01,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a30e8a33a7757c9809c4bd172f72fab6c06a01d46892f3ebac3ba1dcbb4f85dc"",""max_displacement_m"":0.0}]",,,,,,
12,ZPM-CAD-4CC03,,,,,,,,UNAVAILABLE,21073fb13383c0a859f69b04a5d104cfc786b3e33f2b6027e2295a87b319283e,4CC03,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""21073fb13383c0a859f69b04a5d104cfc786b3e33f2b6027e2295a87b319283e"",""max_displacement_m"":0.0}]",,,,,,
13,ZPM-CAD-4CBFC,,,,,,,,UNAVAILABLE,5b6a6d33ed6c5bc5baac7ae83f7f3fab0d254b35c8f1c94e01efd79d4b04a550,4CBFC,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5b6a6d33ed6c5bc5baac7ae83f7f3fab0d254b35c8f1c94e01efd79d4b04a550"",""max_displacement_m"":0.0}]",,,,,,
14,ZPM-CAD-4CC0E,,,,,,,,UNAVAILABLE,150d763a3dc81790dda363ff8e8bd26e9484dc36e688da58f36909dfff1bcfd1,4CC0E,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""150d763a3dc81790dda363ff8e8bd26e9484dc36e688da58f36909dfff1bcfd1"",""max_displacement_m"":0.0}]",,,,,,
15,ZPM-CAD-4CBFB,,,,,,,,UNAVAILABLE,69f6d1a6478e4b40291b0a702373524385200c5c7994a50a706fcc92ef9edcaf,4CBFB,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""69f6d1a6478e4b40291b0a702373524385200c5c7994a50a706fcc92ef9edcaf"",""max_displacement_m"":0.0}]",,,,,,
16,ZPM-CAD-4CBFA,,,,,,,,UNAVAILABLE,fa7a4ccd9a9897a8652ddfa64991f9bb3df9994df8b6d77648e4308eff514c1e,4CBFA,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""fa7a4ccd9a9897a8652ddfa64991f9bb3df9994df8b6d77648e4308eff514c1e"",""max_displacement_m"":0.0}]",,,,,,
17,ZPM-CAD-4CC08,,,,,,,,UNAVAILABLE,ed40511d60185fa5ff816428fd8e02004c4de4c87f8379d9b2cebfed8f9a6141,4CC08,FAT AREA,SOURCE_BOUNDARY,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ed40511d60185fa5ff816428fd8e02004c4de4c87f8379d9b2cebfed8f9a6141"",""max_displacement_m"":0.0}]",,,,,,
18,ZPM-CAD-4CC0D,,,,,,,,UNAVAILABLE,20d6dbe94c992f418858735a013e8178804a286eae5a4c36ddfac86eaaaf7acb,4CC0D,FAT AREA,SOURCE_BOUNDARY,5,,BYLAYER,30,0.0,0.0,0.0,ACI:5|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""20d6dbe94c992f418858735a013e8178804a286eae5a4c36ddfac86eaaaf7acb"",""max_displacement_m"":0.0}]",,,,,,
19,ZPM-CAD-4CC09,,,,,,,,UNAVAILABLE,0cb0e0a15d936b78458d4317664652708b3ec30cb4c0e600de567477e25032f1,4CC09,FAT AREA,SOURCE_BOUNDARY,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0cb0e0a15d936b78458d4317664652708b3ec30cb4c0e600de567477e25032f1"",""max_displacement_m"":0.0}]",,,,,,
20,ZPM-CAD-4CBFE,,,,,,,,UNAVAILABLE,7bfad99c3aa63b08819831fc5119c3053bc33d9826cbeca088b269cd47f18b59,4CBFE,FAT AREA,SOURCE_BOUNDARY,7,,BYLAYER,30,0.0,0.0,0.0,ACI:7|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7bfad99c3aa63b08819831fc5119c3053bc33d9826cbeca088b269cd47f18b59"",""max_displacement_m"":0.0}]",,,,,,
