fid,CODE,route_key,source_entity_key,source_handle,source_layer,segment_index,source_segment_key,source_segment_kind,native_length_source,source_native_length_m,delivery_vertex_count,delivery_chord_length_native,materialization_policy_version,measurement_state,dimension_entity_key,measurement_native_m,measurement_delta_m,delivery_grid_length_m,geodesic_length_m,length_value_m,status,length_label,length_source,unit,schema_version,parent_cable_code,parent_display_label,parent_label_provenance,LONGUEUR,display_label,label_provenance,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m
1,CABLE-CAD-1B1FCD,03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a,1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2,1B1FCD,SLING WIRE,0,d920e22dd3b08e002a347f670969b675ab35e3236804e25ea7694515e347c0eb,line,ordered_wcs_vertices,29.98823590565093,2,29.98823590565093,cad2gis.bulge_tessellation.v1,dimension_measured,6bdc51be4562a7e2c4d57c65febb8efc7efabf7874c67379ef0d64d767d78857,29.98823590565917,8.238743021138362e-12,29.988235905648377,29.974629631395263,29.98823590565917,measured,29.9882m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B1FCD,,UNAVAILABLE,29.988235905648377,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a"",""segment_index"":0,""source_segment_key"":""d920e22dd3b08e002a347f670969b675ab35e3236804e25ea7694515e347c0eb"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",29.98823590565917,,,
2,CABLE-CAD-1B1FCD,03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a,1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2,1B1FCD,SLING WIRE,1,97c5018466ba0ee3b786ef6d7f7b38703d7105de31e87d48bb4fb1d9d7f3231f,line,ordered_wcs_vertices,12.420378390837019,2,12.420378390837019,cad2gis.bulge_tessellation.v1,dimension_measured,50570f26ff62766d8df86e5e573f2d419c8da3de4110ba03499ea69a753fdfce,12.42037839083514,-1.879385536085465e-12,12.420378390749512,12.414744602985614,12.42037839083514,measured,12.4204m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B1FCD,,UNAVAILABLE,12.420378390749512,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a"",""segment_index"":1,""source_segment_key"":""97c5018466ba0ee3b786ef6d7f7b38703d7105de31e87d48bb4fb1d9d7f3231f"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",12.42037839083514,,,
3,CABLE-CAD-1B1FCD,03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a,1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2,1B1FCD,SLING WIRE,2,8270c407c9f9ed6a1281186ab2f466d3e12276c84c53afbd5744f1d5937d6bdd,line,ordered_wcs_vertices,20.451113685551615,2,20.451113685551615,cad2gis.bulge_tessellation.v1,dimension_measured,065e6eb34d28323d3648d1123e19c3c8b07c34d2bb3d7902091aeb9913514fb3,20.45111368555263,1.0160761121369433e-12,20.451113685598987,20.44183920458987,20.45111368555263,measured,20.4511m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B1FCD,,UNAVAILABLE,20.451113685598987,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""03a239027f7066f6977d0a594696e509e0d10414b6894585de51ecde03afae1a"",""segment_index"":2,""source_segment_key"":""8270c407c9f9ed6a1281186ab2f466d3e12276c84c53afbd5744f1d5937d6bdd"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",20.45111368555263,,,
4,CABLE-CAD-1B24D7,0543fc80194f713582e33ea226165bad5d83873b7ad7dd709290b8854602ee21,5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c,1B24D7,SLING WIRE,0,c162f213222bf4a5b6ba5397df98fa47975422c83ba5cd9e148d68b1a118358e,line,ordered_wcs_vertices,21.866666344547333,2,21.866666344547333,cad2gis.bulge_tessellation.v1,dimension_measured,c84b9f9de5a3a1d1014e63b1a1cdef88c2e0eb1878ea929e3af6cb94d55ef55b,21.86666634454741,7.815970093361102e-14,21.866666344519412,21.85681327369692,21.86666634454741,measured,21.8667m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B24D7,,UNAVAILABLE,21.866666344519412,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0543fc80194f713582e33ea226165bad5d83873b7ad7dd709290b8854602ee21"",""segment_index"":0,""source_segment_key"":""c162f213222bf4a5b6ba5397df98fa47975422c83ba5cd9e148d68b1a118358e"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",21.86666634454741,,,
5,CABLE-CAD-1B24D7,0543fc80194f713582e33ea226165bad5d83873b7ad7dd709290b8854602ee21,5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c,1B24D7,SLING WIRE,1,b3366a7465451c99d0681057e64458633298c8312570f48a0b331f89166f52b0,line,ordered_wcs_vertices,36.258226245458,2,36.258226245458,cad2gis.bulge_tessellation.v1,dimension_measured,b4fcb849dc5d3be17691d0e64da058d07a9f37525fb3d6d2fa52daac59c5c057,36.25822624545799,-7.105427357601002e-15,36.258226245369734,36.241886374144165,36.25822624545799,measured,36.2582m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B24D7,,UNAVAILABLE,36.258226245369734,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0543fc80194f713582e33ea226165bad5d83873b7ad7dd709290b8854602ee21"",""segment_index"":1,""source_segment_key"":""b3366a7465451c99d0681057e64458633298c8312570f48a0b331f89166f52b0"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",36.25822624545799,,,
6,CABLE-CAD-1B1FCC,0becbac6489e9b8b5eba01b541fd71a84f10833df4351c958595a711112b4e59,eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c,1B1FCC,SLING WIRE,0,dca8e47f603a1944ba7fc5395f54f35ce257c00e00cc218e67088800ff7c7ad9,line,ordered_wcs_vertices,29.39420028384299,2,29.39420028384299,cad2gis.bulge_tessellation.v1,dimension_measured,f5119edfda1e6661aee7ee1650ca1b47680a165ab786d61731278246d9e78142,29.39420028384302,2.842170943040401e-14,29.394200283813166,29.380878183878767,29.39420028384302,measured,29.3942m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B1FCC,,UNAVAILABLE,29.394200283813166,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0becbac6489e9b8b5eba01b541fd71a84f10833df4351c958595a711112b4e59"",""segment_index"":0,""source_segment_key"":""dca8e47f603a1944ba7fc5395f54f35ce257c00e00cc218e67088800ff7c7ad9"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",29.39420028384302,,,
7,CABLE-CAD-1B1FCC,0becbac6489e9b8b5eba01b541fd71a84f10833df4351c958595a711112b4e59,eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c,1B1FCC,SLING WIRE,1,3e17c15209c37c86590530717241cdb95dffae8e0da999993c04d8afddb7174b,line,ordered_wcs_vertices,15.987152061773399,2,15.987152061773399,cad2gis.bulge_tessellation.v1,dimension_measured,ba8addb684a4c0462f980e1f9d29a5cab13124d1fa961fd4323a5f7c7b596c14,15.98715206177258,-8.189005029635155e-13,15.987152061811587,15.97990555085993,15.98715206177258,measured,15.9872m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B1FCC,,UNAVAILABLE,15.987152061811587,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0becbac6489e9b8b5eba01b541fd71a84f10833df4351c958595a711112b4e59"",""segment_index"":1,""source_segment_key"":""3e17c15209c37c86590530717241cdb95dffae8e0da999993c04d8afddb7174b"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",15.98715206177258,,,
8,CABLE-CAD-1B29D9,0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410,4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421,1B29D9,SLING WIRE,0,63b41d8610739b93986e7cc70468cc6cc493e1cf3ac36b046a1e907cae72ba6e,line,ordered_wcs_vertices,28.66368700796227,2,28.66368700796227,cad2gis.bulge_tessellation.v1,dimension_measured,2f8642f787f3ea6b830fa9fbcfad8def7d1c86d9f6a838ba19d8fc7177f66312,28.66368700796193,-3.410605131648481e-13,28.663687008052033,28.65082010843768,28.66368700796193,measured,28.6637m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B29D9,,UNAVAILABLE,28.663687008052033,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410"",""segment_index"":0,""source_segment_key"":""63b41d8610739b93986e7cc70468cc6cc493e1cf3ac36b046a1e907cae72ba6e"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",28.66368700796193,,,
9,CABLE-CAD-1B29D9,0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410,4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421,1B29D9,SLING WIRE,1,6aa8065a81b21e41803fc46f4b336864a8be8b87be9af9be6a66aa12a8aca49f,line,ordered_wcs_vertices,19.265661126836825,2,19.265661126836825,cad2gis.bulge_tessellation.v1,dimension_measured,5a421aa9ff352a9ecb6b432c3c7b155e0a8f01b4c9f12da19d4b64a492ea46c0,19.26566112683577,-1.0551559626037488e-12,19.26566112677435,19.257014224229692,19.26566112683577,measured,19.2657m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B29D9,,UNAVAILABLE,19.26566112677435,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410"",""segment_index"":1,""source_segment_key"":""6aa8065a81b21e41803fc46f4b336864a8be8b87be9af9be6a66aa12a8aca49f"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",19.26566112683577,,,
10,CABLE-CAD-1B29D9,0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410,4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421,1B29D9,SLING WIRE,2,4ad8385942bbb1c635748cfed147ee69e736154a2d762b539a601bfec2b4096a,line,ordered_wcs_vertices,28.9892754643312,2,28.9892754643312,cad2gis.bulge_tessellation.v1,dimension_measured,883a2cf818b1a1a2fc7ab8d7d551ace332fb38a08d197af2ffc6ca17ce316c19,28.98927546433333,2.1280754936015e-12,28.989275464313774,28.97626772853858,28.98927546433333,measured,28.9893m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-1B29D9,,UNAVAILABLE,28.989275464313774,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,BYLAYER,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""0ec4762f2a7075a14e954a4a990308b88a144d83dec45ea95cd94e8d76cd7410"",""segment_index"":2,""source_segment_key"":""4ad8385942bbb1c635748cfed147ee69e736154a2d762b539a601bfec2b4096a"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",28.98927546433333,,,
