fid,CODE,CODE_PTC,REF_PLAQUE,REF_NRO,REF_PM,TYPE,TYPE_STRUCTURE,MODE_POSE,CAPACITE,NB_LOGEMENT,NB_SPLICES,NB_FIBRE_UTIL,FABRIQUANT,REF_BPE,NB_CASSETTES_MAX,CABLE_AMONT,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,KLDYA.011.C07,,,,,,,,,,,,,,,,,,,,,,,762035.584233109,604697.2457353945,KLDYA.011.C07 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,3b0f34bf0e474b2bd34160e048eb10ef69f31369d3b9cdb62fd11fcf02bf51d6,1B6BB5,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""3b0f34bf0e474b2bd34160e048eb10ef69f31369d3b9cdb62fd11fcf02bf51d6"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""3b0f34bf0e474b2bd34160e048eb10ef69f31369d3b9cdb62fd11fcf02bf51d6"",""support_feature_key"":""6f9a3b22357ac68e443caac4d65e59cee04d653d4f0d5be407446b17349cce89"",""support_handle"":""1AEB01"",""max_displacement_m"":10.501381200503983}]",,,,,,
2,KLDYA.011.A03,,,,,,,,,,,,,,,,,,,,,,,762306.4948911049,605061.25730254,KLDYA.011.A03 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,0f73d6284e58e8d7905d26aec9fe6a425e51f89844401c4808994c30761b83db,1B6B3D,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""0f73d6284e58e8d7905d26aec9fe6a425e51f89844401c4808994c30761b83db"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""0f73d6284e58e8d7905d26aec9fe6a425e51f89844401c4808994c30761b83db"",""support_feature_key"":""a088dc80d807e9ec6bd6d771dae2cc0c9cf1a5f594506ba1946c8335ade8dc22"",""support_handle"":""1AC8E8"",""max_displacement_m"":10.072761218301888}]",,,,,,
3,KLDYA.011.C02,,,,,,,,,,,,,,,,,,,,,,,762073.7650897426,604892.3201018397,KLDYA.011.C02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,2938bfaebf30a58fe8fd750b5967f209d06d267a9cb1d4c392fb18e72aa4a032,1B6B9C,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229858096728,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022986,"[{""operation"":""identity"",""source_entity_key"":""2938bfaebf30a58fe8fd750b5967f209d06d267a9cb1d4c392fb18e72aa4a032"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""2938bfaebf30a58fe8fd750b5967f209d06d267a9cb1d4c392fb18e72aa4a032"",""support_feature_key"":""d40cb180bc769bdd612640390c767342c115cf9318e3c2d8fe56be778170b306"",""support_handle"":""1AEA18"",""max_displacement_m"":6.704563330149779}]",,,,,,
4,KLDYA.012.A11,,,,,,,,,,,,,,,,,,,,,,,761249.1564674549,605404.2946107746,KLDYA.012.A11 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,01ff054da97e08bbeb43e49aeb1e6aac92441c8acf3d000c46dc2f6e028db3d4,1B6BEC,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""01ff054da97e08bbeb43e49aeb1e6aac92441c8acf3d000c46dc2f6e028db3d4"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""01ff054da97e08bbeb43e49aeb1e6aac92441c8acf3d000c46dc2f6e028db3d4"",""support_feature_key"":""8c5e2540377040c68dc8dc254a6c4272fb1af94414ea15859506f3f624a8a9e5"",""support_handle"":""1B06BC"",""max_displacement_m"":8.44709036820669}]",,,,,,
5,KLDYA.012.A09,,,,,,,,,,,,,,,,,,,,,,,761368.2468848148,605367.418990361,KLDYA.012.A09 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,f3e2c475d2b6eb3c5dbfce883cd3f9d88e0c9122e615bba707ae0e2b58c31a2c,1B6BE2,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""f3e2c475d2b6eb3c5dbfce883cd3f9d88e0c9122e615bba707ae0e2b58c31a2c"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""f3e2c475d2b6eb3c5dbfce883cd3f9d88e0c9122e615bba707ae0e2b58c31a2c"",""support_feature_key"":""4f8f8f8219ea2aaa1e9edf01ae00468f0931bc370cb52addece3526297a9fdf6"",""support_handle"":""1B0684"",""max_displacement_m"":8.452209667217216}]",,,,,,
6,KLDYA.011.C06,,,,,,,,,,,,,,,,,,,,,,,761957.5115615797,604736.6891377338,KLDYA.011.C06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,77f3853308a713e299908db07bcee12c8bddf48e208451c9f527a1068d4acec7,1B6BB0,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""77f3853308a713e299908db07bcee12c8bddf48e208451c9f527a1068d4acec7"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""77f3853308a713e299908db07bcee12c8bddf48e208451c9f527a1068d4acec7"",""support_feature_key"":""34273e45098099d168e1574903b8ffc1415c6fc73b257e7a1eba423f1e5b8be5"",""support_handle"":""1AEAE0"",""max_displacement_m"":7.168675782647181}]",,,,,,
7,KLDYA.011.A05,,,,,,,,,,,,,,,,,,,,,,,762288.0390123572,605726.8853237873,KLDYA.011.A05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,1f67ff88773c579fc3fa4f5f2063f4336845607bc05e9d1f74659ddf7d19c623,1B6B47,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""1f67ff88773c579fc3fa4f5f2063f4336845607bc05e9d1f74659ddf7d19c623"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""1f67ff88773c579fc3fa4f5f2063f4336845607bc05e9d1f74659ddf7d19c623"",""support_feature_key"":""965871cef610dddbfae4dab23d8d7f51725b17f251c941d01e5c4d7a70c3e56c"",""support_handle"":""1AC989"",""max_displacement_m"":6.6755501620802224}]",,,,,,
8,KLDYA.011.A08,,,,,,,,,,,,,,,,,,,,,,,762250.723148568,605888.9520167273,KLDYA.011.A08 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,758c5ee17f6454121cfe6b64e884287dc1c9929ffb56dda72f8db143112327a1,1B6B56,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""758c5ee17f6454121cfe6b64e884287dc1c9929ffb56dda72f8db143112327a1"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""758c5ee17f6454121cfe6b64e884287dc1c9929ffb56dda72f8db143112327a1"",""support_feature_key"":""f26340040b1eaaf6c0e2e23958412ff6291340b7fed73e0a7539663b74702ac6"",""support_handle"":""1AC9F1"",""max_displacement_m"":9.82538027462033}]",,,,,,
9,KLDYA.011.C04,,,,,,,,,,,,,,,,,,,,,,,761904.6167659134,604854.35123137,KLDYA.011.C04 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,2b9071848fe5d3ed5d28cdf1b9b996573d45866023951ceb66fec52f6edae49a,1B6BA6,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""2b9071848fe5d3ed5d28cdf1b9b996573d45866023951ceb66fec52f6edae49a"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""2b9071848fe5d3ed5d28cdf1b9b996573d45866023951ceb66fec52f6edae49a"",""support_feature_key"":""42da8f227b0ebe63bb30e82bf0784b69e3f8e0e4d687de420e67516edf5e4992"",""support_handle"":""1AEA90"",""max_displacement_m"":9.722614708415467}]",,,,,,
10,KLDYA.011.B01,,,,,,,,,,,,,,,,,,,,,,,762260.6600558897,605078.4107462331,KLDYA.011.B01 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,cd4b91d5ef43b8d00e01fd998618e3205d292b0c819df902596003c515f6ec56,1B6B5B,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229858096728,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022986,"[{""operation"":""identity"",""source_entity_key"":""cd4b91d5ef43b8d00e01fd998618e3205d292b0c819df902596003c515f6ec56"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""cd4b91d5ef43b8d00e01fd998618e3205d292b0c819df902596003c515f6ec56"",""support_feature_key"":""a59866b6880596618f0d4d900536517d8d54ccbe712583425da5a8de0ae84e53"",""support_handle"":""1ACF15"",""max_displacement_m"":7.870462015756299}]",,,,,,
