layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,193d91597ffa158965935af5cae86bc019b97865326464f357e813f066c93d56,21D70,1,True,INSERT,collocate_with_support|identity,0.0866557972749924,,,,explicit_derived_displacement,source_Point_to_delivery_Point,0.0866557972749924
CABLE,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,18,True,LWPOLYLINE,identity|segment_occurrence,8.84697267849738e-10,651.4204366644043,651.4204366648587,-4.5440629037329927e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
INFRASTRUCTURE,7048495dbbd622800bcf0c23ffa0d44779f4c9e3bfa416eaad9047c14db1f104,21B6C,1,True,LWPOLYLINE,identity,8.84697267849738e-10,651.4204366644043,651.4204366648587,-4.5440629037329927e-10,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
PTECH,07d8738d4948512f0ec1d1c8c4ce516e09d2a5d28bf05c787f7ecdec6f2b901c,21ACD,1,True,INSERT,identity,3.878315288117004e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,3.878315288117004e-10
PTECH,1cb1431b51412a991ac8d8d9bede102e38211226b6ce71f072aeed15321d4e25,21A95,1,True,INSERT,identity,8.875518533399418e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,8.875518533399418e-10
PTECH,2011325aacae06d3a48757f3e0a02984b28d00177c05716e435ef6d28f6ba108,21A87,1,True,INSERT,identity,8.035736409942914e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,8.035736409942914e-10
PTECH,24c67ade49c9f3855d2d7a71601790cc6d05671d8be105f25e8bf208b16c1558,21AB8,1,True,INSERT,identity,2.541197866624511e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.541197866624511e-10
PTECH,262cdea78bed26d42cb17df27ea9e8cc0b4ab818922be93348ae8f7f7ab11fc7,21A8E,1,True,INSERT,identity,8.691477708955197e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,8.691477708955197e-10
PTECH,27f16908f6aa84bbafb637b9236d8081b61296b88ee9238a99ceff49be1e5859,21A56,1,True,INSERT,identity,1.1835689828807531e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.1835689828807531e-10
PTECH,2b2e40d74c15c347318cb19b167636351afb3f48fc36d4a0a0bb295b0f5899fc,20958,1,True,INSERT,identity,5.561589847613559e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,5.561589847613559e-10
PTECH,2dd41ff54c5d9294fdd95f7a73c29f88019549b9efdabc0a2b3001521c3daf2a,21ABF,1,True,INSERT,identity,2.911578510347233e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.911578510347233e-10
PTECH,328d67f9f9983c71802e4b67497faef4f6f53b4041da4bc957e21218f6fed2a8,21A9C,1,True,INSERT,identity,5.010476109603573e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,5.010476109603573e-10
PTECH,3d263e3e7daad2d017c19c10f9795b7e11855d28454bba5b020d0383d29db0ed,21A64,1,True,INSERT,identity,9.635923606955244e-12,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,9.635923606955244e-12
PTECH,5829638d482992573da7152323fe2da3663bd05729d2528457afaaf22d8709af,2090B,1,True,INSERT,identity,7.110945847450012e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,7.110945847450012e-11
PTECH,6763e8e891fd4265bdec7c752d2972aed31189566558248893fb0820f194e03b,21AC6,1,True,INSERT,identity,1.745092959026806e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.745092959026806e-10
PTECH,7370cfbcbadd09fe75aa3858940d5478ac8b3de93427701f48216fa75633ae66,21A80,1,True,INSERT,identity,2.0555639758876738e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.0555639758876738e-10
PTECH,7797a4597fa6309afd2424595d8dd9e2dfd6849118c2fd1f1d842dc1d227b738,21A6B,1,True,INSERT,identity,8.874326975181235e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,8.874326975181235e-10
PTECH,8d79df3f90780af390898e3824c1d4aa4775985cea355f06ec3fc6e929e5cdc2,21A79,1,True,INSERT,identity,3.092950659835324e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,3.092950659835324e-10
PTECH,bfecfe5f225963fd7ba4a50983af4154680bcaca6ec67d15678c393daa93c5ef,21AB1,1,True,INSERT,identity,6.327014081223578e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,6.327014081223578e-10
PTECH,d6bbf4b1e7e9363917f6c155b7b7bce22882fd026f077c825114b1409ba09ee9,21AA3,1,True,INSERT,identity,9.411903899904638e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,9.411903899904638e-11
PTECH,f85a35c8a7a084d49dc0a9204d8c967c59a365f104a206307f7319a3819d4704,20912,1,True,INSERT,identity,4.784806591911284e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.784806591911284e-10
PTECH,fc23a1a3f71dbbac2cf6ef7755990f39f220ba316227320af2b56178a4b05a84,21AAA,1,True,INSERT,identity,8.30939087863345e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,8.30939087863345e-10
SITE,1ea6fdf366109a6622b706affe1f90c09fda4cd94d37be3636119b8db76a632f,2104E,1,True,INSERT,identity,6.430153269763238e-10,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,6.430153269763238e-10
