entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
0040e9f5153794d9e6cbf4ed2f1bbed89511a76f8fd1814c53f36de3545a4dfe,26B5B,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00581212ea97457c4d2f80df587da44f8d1aa461f45457ab69689124ab7d95d8,2770E,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
007e073e5315172be052d3052d5dc17e3e333926a6aa40b32951fe9788cdf214,26A04,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
007e19d8c4ac18cf414c0c136fbb9383d2d20affa95ab33445e9b349933ff69a,275D6,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0086c5c0ea1899582b8c1361175a0e129893bc951333ea5f2a94d1c8176ba968,268E1,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
008d30df04e10e061181ca367fbc3dc438e056ee68f21780644a6ef7ba21e39a,26ACD,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00a1a8574101179f4db626b54da7ea9c87ad4ab487972b4c1d49c249dcd80847,26CA4,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00b6b67d5d8566c54eb2c8233c50984ae3cd8f4defd4b65e09badeb98dfae35a,277A3,LINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00c935c6216598d222c02393f5c1e78c9a33e4ff867672dd744bc149a2bd5bc1,26A7D,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00fb21a8096176314520b1ca6d77a149fbd96c180d1fb89eaf22d6853f7c199c,269A0,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0105fee0ce8ab846045ddbf9c0d019baf3d4e095199a07d11a92dcbd0a073027,267BE,TEXT,Service Core,F1,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0107bc71a4ed095761a9f4f51bbbfba4765e6bdc3494bd48a08c8aabafeef1ac,2691A,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0122f2b7374609580054217eebcec4c4b04af21dbd2bd0eeac9441ddb7a711ba,26C54,ARC,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
019faa1b18e3bd1a8c6fc7be4a34a58affac5d026e7db99c26a11a1cf7bf859f,26B69,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
01b5a28944dda07d48a6c38ee3f616b698bdb3eadc0045e4e166566bbce6c425,26C3A,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
01d8d2030398150fd497bbfc6c87e1a71fa1ac8fbafbabbe413fee0ce86d5b93,28B10,TEXT,COIL,INSTALLED SLACK CABLE 24C,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
01ea6ea3accc793c9d7b2e2c222ac8b4d41570eeea534588605d1cfe02fc9d5b,26BA7,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0204348937c067ca2a5c995c66cda1518401046c0721b1609a27a083a7f112cf,26C37,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02121ee8e1835205f21e62bbc18f3f36ee7da76770a46d54eba4de1198e3a771,26AE9,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0241a3dfd79ba54f0810b66a4cd227c466228b5d86c1744b85e24cc88da66598,26992,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
025791aeeaf04b69c1eb02cc8f9cd1e6f855abccbe71268685c9a50654b4d87f,26CC9,TEXT,FDT STRUCTURE,OUT19,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
026ab3f47f175df5dfa58ae6df118dbdf4b83f551930c0cbfca3813c4ba99046,2673D,CIRCLE,Service Core,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0280b4fdfe30770f6c2289eaffb8d302bf25e567916a45a57aed43c183320593,26916,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02ac8a6c8e610ea21a442ede367e583d69ab872daa01c6ec01321980d288c074,26C23,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02c73a271abf2a268395a8c4e24dae29ac704512fc5130192e15e982ce1801a0,26B04,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02dbb73beef67bdc261efccfba2311c7c887cd7d9ca42b0fedb040c069eb6eab,26899,LWPOLYLINE,FDT STRUCTURE,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0302b95c3d706563a1548d3cfae4d24b7c028a258dd5acebff29ef547ab8d650,26CDA,TEXT,FDT STRUCTURE,OUT12,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
