layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,1,True,INSERT,collocate_with_support|identity,0.11772776490610568,,,,explicit_derived_displacement,source_Point_to_delivery_Point,0.11772776490610568
CABLE,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,12,True,LWPOLYLINE,identity|segment_occurrence,0.0,519.1267566639165,519.1267566639165,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
INFRASTRUCTURE,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,1,True,LWPOLYLINE,identity,0.0,519.1267566639165,519.1267566639165,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
PTECH,39c0e32a5f54233f06bdbbf2e7db67a40f480318bac75dc585107d51f87143d6,278E6,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,3f1848634daa2356a3b9e3a084a8cd5ff73d615427d3a1b18e4ae6f0f0db32fd,287A6,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,4dad014112656f684067ebe27b4df92ed2ec3bfef5822c55adf9228079b72c16,28635,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,58c3264adf2706d60901e7c0a43614f98b09f2d6de4d16041dfea629e67f3319,2867C,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,5c646dd84ee1612a3a0ec285091bfdbe77857bf80d590d885fb1f981b308afac,286C3,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,64b47dc6943302109847e490570d218b368b4698861c79baf445fc33a111f510,28772,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,757c0d87da9dfcb406aef70cbf4daeb36f07c0a3b16e64b55fa8d68da392a2ab,287DA,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,99834928bf4cae4c0fbb5d4c8be277393055705d44bdcc18d25c14329c91cedf,29540,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,ad0f6c786a1d1610e6004025f7429ce1ac25b3d9cbc246aac53ade3b587d1a92,2880E,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,b1e625a02ff4f4befaa0518ad9560ae4dd646e78023471454b2594937f1ec205,2873E,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,b248f1748e862c38ff0198788cc895fd0d0089a480ff7d566717d430720d2d0d,28842,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,c421deb34d12ba80aebacbb30cffd05403c725375b2a84625e1de743a2bb7ec6,28601,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,e9b5940ae8249b2aa37e8b74a2b07f87a0a8fdd0cd10cf54a0fc045541c04bf1,2870A,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
SITE,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
