layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,CODE,SITE-CAD-2793C,SITE-CAD-2793C,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,COMMUNE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,X,12170963.23240421,12170963.23240421,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,Y,-3469.795890362244,-3469.795890362244,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,dc84f61f9abe5900c4edeb7c932e3a66260d75b3790c6c6e96539715b2cff9b3,2793C,display_label,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,CODE,BOITE-CAD-2988D,BOITE-CAD-2988D,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,CODE_PTC,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,REF_PM,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,CAPACITE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,NB_FIBRE_UTIL,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
BOITE,1,a847903d529430cfe529d66ee010d299ba50d559700eb5dec31cd35c74b2f76e,2988D,REF_BPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""CLOSURE=48"", ""48""]",,[],,[],False,False
