layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,CODE,SITE-CAD-3144,SITE-CAD-3144,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
SITE,1,9afe1b4cb73701e860bf2cd86e6b71aebd462eca515981b22a24e1f24fb3a8ad,3144,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"[""FDT=48"", ""48""]",,[],,[],False,False
