layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,CODE,SITE-CAD-1BABB4,SITE-CAD-1BABB4,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,1,8d5d912f000b86c9028acb560c3256abcb67439f01d0ecd2b0f2f3a613150488,1BABB4,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
