entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
002da974e6c9bc635a1fc373e1c65d4f61cae168e52adca715e20a79f80cdda2,170813,TEXT,Home Number,NN-113,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
003ec64baaf94794684827aefdacc6e6ca54c76e1e6563452dd7d4b50d4c3d40,170BEA,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
004cf072f0676f9b9eaeb6d5f403883f23914f38653e31ca47deefc03dc5e9ce,1B05E2,MLINE,Garis Jalan,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
004d69a41cc521105a60bbe2f1216325dfb490ffefd7f6ca7911cc090db48e62,1B8E77,TEXT,Home Number,NN-201,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0053d085024dba1e937465344b530cfa09883396dcffedd7a1c1071bc77b5c89,1B6B77,TEXT,FAT,KLDYA.011.B06,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
00752826b3a41990f9ed539e701f268727c3e3135c6ee797248c92fb65709773,1B0564,INSERT,EXT POLE,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
007d0b4888037d9676664c0e3c3321fee8f3cafa33c53688929fb1520538c0c2,1AD551,INSERT,NEW POLE 7M 2.5INCH,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
0092e624942f449edc295da35c04ef110bfeaac577f3bd4c1a528c6ae60faf76,170C11,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0098737fbba0620f2b430c0f46103de4beff39eccea6a27fef2db5cb056c6309,170BA7,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00d0eb8acf691162b06215556e6340d15c4151bc6079ed1f8348e491dbebd38c,1B907F,LWPOLYLINE,Basic Map,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00d4d5cd9eaafa593f51c34176a7a84e7b76329798f7b2611dd383c4e5d97b05,1B6B8D,INSERT,FAT,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
00d685e69db6df6243845369efe86b181f2b3fd245237499bc96ebabe6a41659,1B8E6B,TEXT,Home Number,NN-186,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
00f42bf9fcf546c02e1d32a7dfd20c5de087537f0be743a3b2a803c47ba92d9b,1ACF55,INSERT,NEW POLE 7M 2.5INCH,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
00f53bc63a3af48affafa9103467185fb15799a089e5aac9c9c7bdf831bbca50,1B0684,INSERT,NEW POLE 7m(3 inches),,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
01101854493822f16068b56a9d3234e51dd28b638e1119a4a6e8a72c5d75ea0f,1B8DFB,TEXT,Home Number,NN-50,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
