entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
001ff071c75f434082db8f06ddf8db2f58710db6951cf557b42cf4ddacf6ca2e,A489A,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
002e367f65c6285765315612d9991f9a064ed69bcb879655fbef32df2d6ac913,A4A47,TEXT,Home Number RW 01 FDT 2,NN-167,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b,A5EAA,LWPOLYLINE,FAT,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
00a26b618ba2c391ce52380999486fcd4547882dd79290be98ccd33a6a691688,A5BBF,TEXT,BASIC MAP_PT_DES,A09,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
00c8652477bb91177a60bb54236ba3bacc35057c8bf02f572c9bce877adfefa8,A5F36,MTEXT,Label,30,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
00c8a2ac30a5ca7dde11c0fe0b23213216a0d0cbf971eff8f085715f946c89fc,A4492,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00ca87f007e3379d9b470e1a876a1216f96f9cab5651ec3c5335feeebcd47f82,A4576,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00dda3663141f0d08b78fceb3d83fd8eb31442c766a9aad09740a84d149c617f,A5C8D,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
00f9639306725c8065e4eeba58f63347c17fc4f36c6ac93524d26ef5f3c95a7f,A4B11,TEXT,Home Number RW 01 FDT 2,NN-174,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0122c50e55ed7d113c3ba62836be34400e3db765bc4f0c5289179e0b929e2136,A4AC7,TEXT,Home Number RW 01 FDT 2,NN-198,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0141b8dddbe790269bc39bd1233fcbc38c6947717073a127440650a6aa77231c,A48BC,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
01c4e15bac9149e9d12a2a604404a8644a0605d6308d9ce69568eb6a4c09fe55,A5C29,TEXT,NEW POLE 7m (3 inches) FDT 2,MR.TGGR04-2.P003,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
01cdb971eb278adb4b5c16d80c91bc0547cbd2e61a04ccdb9591e5e308ae8a36,9E920,TEXT,BASIC MAP_PT_DES,A10,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
01cea8298d4a33cc1b20df0cfb8e363ce82178c9a1089ef332dac00904a61d7f,A5F46,MTEXT,Label,30,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
01ef16b0c6aebc14f7dc76a2854462d2a3a7d1ae333e53a7324a653597d51fa7,A4802,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
022c3bdd8bfb6886ae851d1ee3b193ae86655961b52b23b7f0e2de1834d5bffd,A4969,TEXT,Home Number RW 01 FDT 2,NN-294,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
022c5db9054a666986dab086ef67500262dcd08b6aa66cbb6bf32f30be34af23,A4589,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0243bea9511f452c2d745df1baa7f27de3df912a81022ef7c4dddb5d18e7fbe9,A480F,TEXT,Home Number RW 01 FDT 1,NN-287,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
0244df8562dfd06503f51ddf2df3053c86ffb83c0006137e54f4de4aa51dc410,A4AC9,TEXT,Home Number RW 01 FDT 2,NN-197,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
024cb2b16b470bd896b0ea6f4b770963b2087e1b75bfbc9d34c11ab6d6eff832,A444A,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
024d9f1c6da5b847656243e76a9fea927dfdb46e7316c62c57b615df032ab963,A4AF2,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0283c6ef00baac77deeae28315fa01cc43f48b5aeb795eed5d3b8227a7b32de4,A4A15,TEXT,Home Number RW 01 FDT 2,NN-419,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
028dcfbadce166a68814ec82fadb2c3389a88d8f67331b45999387475b0069fc,A4580,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02967d26dfbfbf93046151ea3ca636b2832f7dc218c7353d08d6d6e1b6172dcc,A5B9E,LWPOLYLINE,FDT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02c87da3cde19d3a40d713c214313f9fe077bef754e1cf4ec29f77abe0ed4b7b,9589A,TEXT,POLE ID,Penanda 105,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
02db78fbcb7ca18e251663966e7d8d2f076861836c04f66d5d310078ade665cc,A5B93,ATTDEF,FAT,16,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
02dbefe995f5fcca274cba24f23227fd104b575318f23e3ad5b74d8c9ebb06b7,A4B62,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02e740e8ec43f68a42b0b6ca84d44a6170c0049b14862afb3479eb9991becaa1,A48C1,TEXT,Home Number RW 01 FDT 1,NN-182,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
02f3051d7d13dcb6fcd7090865a24ad8b50067047f137322900d0b41c1e8608a,A4133,LWPOLYLINE,BASIC MAP,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
02f57ba8892a7b7ddcce79648da59fc3233e240aa8d84f5da34ead7ad0a2f6ba,A4950,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0326c49ad0bf85a2bff2abf43f0164f5c601ba24737120da6d203842bc938f75,A5F8F,MTEXT,Label,43,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
032c05860201f3079eb9fff9ac50a5588998a8c8704a30c2d2507d888598f4d6,A4514,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0343acc4bd31032a7354339c25a8dbe45d6d5fafe4d9deb8f4e8f027b2dce98f,A4917,TEXT,Home Number RW 01 FDT 2,NN-80,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
036be3d4dbc3256774b136be5f1da27c3969100711db677c137587d3c6d29231,A48FD,TEXT,Home Number RW 01 FDT 1,NN-128,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
038c29364c5efb68b9550c054ffcb576c683589b3f5fbe737d96583419e4a41e,A445A,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
03b9c79eb55f4408f3587595159de98b544e181549d70d007922c12025c28434,A4A70,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
03ce86d5665836c48985cc947cee0736cbf0daa8dd5108a7e1e495da0e0ee5ea,A5C7C,TEXT,BASIC MAP_PT_DES,A15,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
03d04e8453e857da16c95f4f77a9479b27fb0332ab0a0358dd0c5459584026f1,A4462,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
03ea07355f016f9a31f3e2e0e172960a464f05b39dd1306fb802136f4f37966f,A448B,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
03ecd1c1d8a1f337f3168d23aca6859806c3b11b223020c8ead1baa77b348195,A44EF,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
042002e0bf8ac4322ea9cc8525a1c9f1c6a5e9ef3f1b8a6a38257370234482b5,A4A24,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
042c045364b10ee39f99bd53ad55217438ed9568fad66c1b098aeb54a788d997,95898,TEXT,POLE ID,Penanda 104,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0431de5be980da3dd73946d15dfd3f73b06479d836efddeff053b1ad2579fcb3,95CBC,TEXT,POLE ID,Penanda 379,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
04513001209aa1ef8a7e8f3a62d22c5b116523079a066f2bec9f0a95771244d3,A4989,TEXT,Home Number RW 01 FDT 2,NN-380,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
04594f5e901634140c729bf20e66615629e33cac3091917e7b17d9cfe9bc8ce3,A5C36,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
046181532334008583b7f37834d4b1852b94a541088f0a6eb514a34d4cb5b17b,A4979,TEXT,Home Number RW 01 FDT 2,NN-90,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
048c859670da3e898233739de1eef761b6f1316e1127a2dc8b59b97285234c62,A4157,LWPOLYLINE,BASIC MAP,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9,A5EBF,LWPOLYLINE,FAT,,mapped,1,"{""BOITE"": 1}",delivered,,False,,False,
04c3581aea079daa1806bb9bdf931a860d51332233061403148ad07c2e7b9186,A482B,TEXT,Home Number RW 01 FDT 1,NN-315,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
04c87feb5e458104158d05165e71329c83f9cf80e0e0b7929f8795403d722d1f,A4AAD,TEXT,Home Number RW 01 FDT 2,NN-213,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
04e73928ab127d9070e3eff3d45db4e2ed07156427d9aa0eefdc585ebac9e0eb,95C92,TEXT,POLE ID,Penanda 358,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
053431eb2e4152e730fd691b7e28c6126db272e4f426d7e8445bc221e1269afe,A5C6E,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0538fccc6d7fb9af9b077e758d7d9b6a6fc74b0d28d0990ce5d954afe513a22f,A4847,TEXT,Home Number RW 01 FDT 1,NN-352,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
053f20093ac5a0c3a24f8c88ccc5dfbeaaae48d2141822c1c3d2104154cef97a,A4A4E,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
055bafe3079a41d5e13a9b6bec5542cc6c4e6937ceae06babd6694c3307166fd,A5C26,TEXT,NEW POLE 7M 2.5INCH FDT 2,MR.TGGR04-2.P069,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0577bfd43e30e3873bc02a58bd48af0fd2f43680cbb53643283f4b12873a18e3,A5C34,TEXT,NEW POLE 7m (3 inches) FDT 2,MR.TGGR04-2.P008,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
058cee69761f49e7573adf6c6a57a804b7497f21a7fc2b80352c914a02cd75f1,A47DD,TEXT,Home Number RW 01 FDT 1,NN-74,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
05d666542c6894bb8f35b219fc24b8620d52c0c3acdaece0411179d876b9dab1,A4818,POINT,BASIC MAP_PT,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
05dedaa636c0c6bb27cb89142674311edc4c630a2bd63afec9bf2b01034cad3a,A499D,TEXT,Home Number RW 01 FDT 2,NN-406,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
05fd6518b61b64fd87e536bc364d2840b0c3730683da0cf235cb7566e6c539cf,A447C,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
060201f5466cca3d53b3e8cc520fc2c77f0277231e6eaec5ab42f09fe44e1a95,A4483,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
06240159df627ec7c644657e9962d44070ad9758300c662a0ef1c9fc5dd1420d,A4482,LWPOLYLINE,HOME,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
06290e7b2582ce5365baebcbee6872e8c6575385f833f39f7e8d532186f18fbf,A4A41,TEXT,Home Number RW 01 FDT 2,NN-363,mapped,1,"{""IMB"": 1}",delivered,,False,,False,
063027a84c6af60b6dfa172c14f6f1860b3b5a4f7093fb88347883658b7459e1,9E8F8,TEXT,BASIC MAP_PT_DES,2,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
06362a9895727adf3063497940937fbccfdef60d70daf5401811badfa8c1a980,A5F79,MTEXT,Label,46,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
068352b629faeb622218438932513230ebac307a4caa70998d9ccb0c1b8f97d1,95C8A,TEXT,POLE ID,Penanda 354,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
