layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b,A5EAA,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.6547286951385303,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9,A5EBF,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.387527605475517,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,0dfe87389736437b73dda76b686ab067f6e8fcd7b478aabd1a60e8532dd863d8,A5EB2,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.6422010906025517,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,1099a72b7204d70c980818b9a15d0fae3fefe823501c0f1fca1e0e31508456e6,A5ED6,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.6560996321608332,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,109c02ea94040025cfb0cf0ffe17a3bce5ccc1a430de84ae401450335a234729,A5EBB,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.357689716274093,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,14282c8c157cc1d80d016555fd31d39e30cd8ce09f214723b419c6450fb0d74b,A5ECE,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.248276331560437,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,16fbd486ba068bf5c4f10ee2850d3952adb2f57e02124b3b874b8bfbc6136448,A5EDF,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,2.767833298668748,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,18d0582cd21a53f6acf497f56d774cc1b99d0f118537e07cd4548ddbd3673fea,A5B7D,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,2.48636799752127,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,1ac35702908145b96c8fb596d3b73a044e74817af7e3defdf04783a70e1a6361,A5EEF,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.238939858688116,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,1c807a394297027d1d03e4c4b5d5232df9e106e930b9a91e2674cffe20ed1292,A5B75,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.6893316969110335,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,1ec886d8c841b0cc30255ec04b9d63dcf51a3994c42cbde7d14f32608651bd77,A5ECB,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.662614426462019,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,2082248bf69727fdbfd5982ed3355665c072c2b865134f3eac0f0cd8a5dedd8f,A5EE2,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.3482606600560265,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,24b9fe2cd7c273a5a52bbf10acd420a4c01c083a2ae4f3c558e43d95416e00e1,A5EDA,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,2.939219872824314,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,2f83c812177ed3460656054fee1e8e022ce96b6106a1813802197392d466eff4,A5B99,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,3.428562331136972,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,3f94552ec8a09f96f914b9c1ddb23e1b385bd38a98272263eafd5072dd447a42,A5B85,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid|select_device_number_label,4.208943584121665,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
