layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,plan:b2f377e46f8b7428ea68e72e17be07e9b6a684359046a80ae57afdbb632ec209,1CB380/15AA06,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid,3.1124570041997646,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
BOITE,plan:b326ef133ae4b1ada44abc785d140205ddb362d29d6af98dfb9fa9ea1d103f56,1CB380/15AA07,1,True,LWPOLYLINE,collocate_with_support|rectangular_frame_centroid,3.1074433196943136,,,,explicit_derived_displacement,source_LineString_to_delivery_Point,
CABLE,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,25,True,LWPOLYLINE,identity|segment_occurrence,7.359605051221991e-11,1290.5270532970183,1290.527053297024,-5.6843418860808015e-12,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
INFRASTRUCTURE,8f0330ff308c105c7d26c878c40482c679bd0cc9c5342bfbc4a46960623ce6a4,1B15D2,1,True,LWPOLYLINE,identity,7.359605051221991e-11,1290.5270532970183,1290.527053297024,-5.6843418860808015e-12,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
PTECH,02c34b322a6b2cfb01512d2652deac355e29b3fb4dab778e2b3a3993a0f928a6,1C9D5D,1,True,INSERT,identity,7.359605051221991e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,7.359605051221991e-11
PTECH,10d5deec89657e8846c3bccdc50c1e66850ed46ff9966bde8aa306a5759e2fdc,1AEA10,1,True,INSERT,identity,4.6375312318494115e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.6375312318494115e-11
PTECH,1c53d34e2291a4063fe44233f37280bdd6b674495d256e7e54545f939ab4f734,1AEAB0,1,True,INSERT,identity,1.8727642129282687e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.8727642129282687e-11
PTECH,1f7cdf5e050176d5467d159bf505f34bb4ef6e7f6e27e34f394b8eac954b08e9,1B3E06,1,True,INSERT,identity,2.329443027495599e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.329443027495599e-11
PTECH,2ca25ec76db11550ba58b4b7ebe22a830da99e09ba155a98d8d65ccbc86b7298,1B0564,1,True,INSERT,identity,5.4082443047513174e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,5.4082443047513174e-11
PTECH,39d085755b86f1ca0b7ef410829598c42a1e37e603e119497d7045f74531875e,1B056C,1,True,INSERT,identity,1.9591115441051456e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.9591115441051456e-11
PTECH,3a414929229b430e4149563d5db0ac09fdb92a08061bbf2c16ace7f648835155,1AC878,1,True,INSERT,identity,2.585269686015071e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.585269686015071e-11
PTECH,3aedf01d9d8a35ee2afe658368df7dce1241d6644e28bbfa2c247342a349a611,1AEA90,1,True,INSERT,identity,4.994773996348515e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.994773996348515e-11
PTECH,53b3567769e4382029a4f9484223a1e9610b9fb0cf84e58a35f461c808b4cd08,1AE9F0,1,True,INSERT,identity,1.9675378692030733e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,1.9675378692030733e-11
PTECH,5caae9ad4f1f979c11199abc43160d03040dd635e4c0ba0698e2e224874e20aa,1AE9F8,1,True,INSERT,identity,3.4608633705721234e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,3.4608633705721234e-11
PTECH,5d87ad88ff55e5f8ba21e84183899154fb305292bc2801461f17f20dcbc93ca1,1AEA00,1,True,INSERT,identity,4.805713547693051e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.805713547693051e-11
PTECH,5dbff0aa3ab580046fc44b11609edf906d3017f1fe49e086df599b453a38052f,1C984F,1,True,INSERT,identity,3.097627334850841e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,3.097627334850841e-11
PTECH,64997a1219cc5cfd92791346e28288f2c8407ddd59794f17f52e068f93ae8154,1AEAA8,1,True,INSERT,identity,3.892807318885879e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,3.892807318885879e-11
PTECH,6d3591e29a9e9033f59ca8401666a07ab45ab905d85d3095b625c291a01d0c2f,1AEA98,1,True,INSERT,identity,4.6375312318494115e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,4.6375312318494115e-11
PTECH,78f719e04319c5332a6e14029518af223cfe8194eca7f8361128a9cdd324aa46,1AEAA0,1,True,INSERT,identity,2.371672018926856e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.371672018926856e-11
PTECH,7dead1ccabaf132f74573be5416c782bedaa8056e9eb151c36c576948a5a760b,1C9D6D,1,True,INSERT,identity,2.9103830456733704e-11,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,2.9103830456733704e-11
