layer,delivery_fid,source_entity_key,source_handle,field_name,delivery_value,recorded_value,provenance,missing_value,recorded_comparison,direct_source_text_match,source_texts,selected_annotation_keys,verified_selected_annotation_texts,heuristic_number_label_keys,verified_heuristic_number_texts,replacement_character_in_delivery,replacement_character_in_source_text
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,CODE,SITE-CAD-1BA661,SITE-CAD-1BA661,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,COMMUNE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,X,762360.4394112998,762360.4394112998,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,Y,604865.5548283525,604865.5548283525,DWG_DERIVED:GEODATA+direct-CRS-transform,False,exact,not_a_text_check,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,1,660899928965caa433eba48baf187d474a8feab047b86997317e675a5a301188,1BA661,display_label,72,72,DWG_DIRECT:block-attribute-text,False,exact,exact,"["""", ""72"", ""72""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,CODE,SITE-CAD-1BABB4,SITE-CAD-1BABB4,DWG_DERIVED:stable-handle-id,False,exact,no_exact_match_requires_relation_or_derivation,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,REF_PLAQUE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,REF_NRO,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,TYPE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,FABRIQUANT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,REF_PRODUIT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,MODE_POSE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,STATUT,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,PROPRIETAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
SITE,2,b64b56ff340b0b4efc96ea240d6eeb92daedf1bcbc73e13679865063f19505a0,1BABB4,GESTIONNAIRE,,,UNAVAILABLE,True,missing_value,not_a_text_check,"["""", ""48"", ""48""]",,[],,[],False,False
