entity_key,source_handle,dwg_type,source_layer,text,canonical_disposition,delivery_feature_count,delivery_layers,meaning,definition_entity_key,definition_retained_in_canonical_ledger,instance_parent_keys,all_instance_parents_retained_in_canonical_ledger,instance_parent_dispositions
0096004635076042248e7ddb90f629dd51283346932e81248b75ee2671a04066,192453,MTEXT,JALAN,JL. TGK. FAKINAH,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
013e7ee1dcba2719d43c622d9768edb89af3f9ea0065e2cd70c63b6639af8cf2,1CD53A,DIMENSION,DIMENSI,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
02315d4aab544309dc1d179fc1871deade66d2d659455c0ce37dbe44898cabed,13992B,INSERT,LARGE TEE RADIUS,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
028b3714575929f3b9c735633d08b66b8b6011fcb3994363161993643ca2fdff,1BABBD,TEXT,FDT,KLDYA.012,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
02c34b322a6b2cfb01512d2652deac355e29b3fb4dab778e2b3a3993a0f928a6,1C9D5D,INSERT,EXT POLE,,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
03e2fa9f0230bd731186619aede197c01de1117f9be06db6b91465a2e8d7d6ed,1CD628,DIMENSION,DIMENSI,,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
05c779dcfe15da4419c59340cd0692659aa42696e43d0cfb38758c04f149cb6b,1AEA9F,TEXT,POLE ID,MR.IJY.KLDYA.P012,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
07956808ffb1737fea5b5074e20854d3de1e0378809256c343db78c698ab25f1,170A9D,MLINE,Garis Jalan,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
07df6ae04a47c1b3d2f088e83234ef1d18afd80e941bada3fb56399443f8a071,1BA66A,TEXT,FDT,KLDYA.011,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
07ff30ab5535ce691a22bd2353cc921610226c2d45bbd2f0aa54938643c93876,170AA6,MLINE,Garis Jalan,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
0b72fdecb8ac0f7f056853251826f3b6ab3f93814feea635a25c90931f17b0ff,13996B,TEXT,0,HH PIT 80x80x130 cm,annotation,0,{},not_delivered_not_automatically_missing,,False,,False,
0f134e2a2531e5052e1a0b6d1e057040e450bace839d80a942f2486472b0a6f5,170B66,MLINE,Garis Jalan,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
10d5deec89657e8846c3bccdc50c1e66850ed46ff9966bde8aa306a5759e2fdc,1AEA10,INSERT,NEW POLE 7m(4 inches),,mapped,1,"{""PTECH"": 1}",delivered,,False,,False,
10e7f2017393b37cfaa9285f71da74116ca11d70d8c0254b2a8ceae7c61a4428,1418C6,LWPOLYLINE,BATAS,,graphic_only,0,{},not_delivered_not_automatically_missing,,False,,False,
