fid,CODE,route_key,source_entity_key,source_handle,source_layer,segment_index,source_segment_key,source_segment_kind,native_length_source,source_native_length_m,delivery_vertex_count,delivery_chord_length_native,materialization_policy_version,measurement_state,dimension_entity_key,measurement_native_m,measurement_delta_m,delivery_grid_length_m,geodesic_length_m,length_value_m,status,length_label,length_source,unit,schema_version,parent_cable_code,parent_display_label,parent_label_provenance,LONGUEUR,display_label,label_provenance,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m
1,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,0,430976775c5445c447db95247234d1be4e3b1ea81bb8ddaf94b9e0c8bb9aeccf,line,ordered_wcs_vertices,56.42441283775635,2,56.42441283775635,cad2gis.bulge_tessellation.v1,dimension_measured,03fc5d013c4379519e4bb907076811f0aeb702367e21bc4c5b04a24d9fd50d9d,56.28225380461663,-0.14215903313971978,56.42441283775635,56.15229567468528,56.28225380461663,measured,56.2823m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,56.42441283775635,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":0,""source_segment_key"":""430976775c5445c447db95247234d1be4e3b1ea81bb8ddaf94b9e0c8bb9aeccf"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",56.28225380461663,,,
2,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,1,a0d80794f66cae3824075e66b106bf78c4ed8d2c0fa424835d17d8194635f741,line,ordered_wcs_vertices,87.82395047960482,2,87.82395047960482,cad2gis.bulge_tessellation.v1,dimension_measured,93351d42ea09661edc6e7935c420321e21c797a23725551b9d1233b5b401807a,87.82395047787577,-1.729048904053343e-09,87.82395047960482,87.41062540754181,87.82395047787577,measured,87.824m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,87.82395047960482,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":1,""source_segment_key"":""a0d80794f66cae3824075e66b106bf78c4ed8d2c0fa424835d17d8194635f741"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",87.82395047787577,,,
3,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,2,8fd0f8ab23ab1e5b73d380c27dc4b1d5f6b79e416ba41a62ecad3bf59f9252b6,line,ordered_wcs_vertices,17.296309175670817,2,17.296309175670817,cad2gis.bulge_tessellation.v1,dimension_measured,75f1e963e2d02bed16eb6b02bc0caa11ea49ed17839e485f760be7e1768aea25,17.29630917403847,-1.6323475904300722e-09,17.296309175670817,17.215316536959264,17.29630917403847,measured,17.2963m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,17.296309175670817,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":2,""source_segment_key"":""8fd0f8ab23ab1e5b73d380c27dc4b1d5f6b79e416ba41a62ecad3bf59f9252b6"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",17.29630917403847,,,
4,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,3,1783f70105b0981844189f8c80ab02064b0fc3c21299b2a914bcf2430ab561f7,line,ordered_wcs_vertices,21.17591536292529,2,21.17591536292529,cad2gis.bulge_tessellation.v1,dimension_measured,9dfb6505ecb4a1e0e66e83390c5876ff37b9932736c196fd1bb05b691acce2b1,21.17591536231339,-6.119016404682043e-10,21.17591536292529,21.07655374897775,21.17591536231339,measured,21.1759m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,21.17591536292529,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":3,""source_segment_key"":""1783f70105b0981844189f8c80ab02064b0fc3c21299b2a914bcf2430ab561f7"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",21.17591536231339,,,
5,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,4,77611f6e75d5cffe822b397eda71b0679827a7663cadbb914954902652e92b87,line,ordered_wcs_vertices,62.94400744587298,2,62.94400744587298,cad2gis.bulge_tessellation.v1,dimension_measured,ed37c6e796e541f9c8b71ba9f68c3a3ada49b7e88f04815497c159e6e70c4284,62.94400744885206,2.9790854227940144e-09,62.94400744587298,62.78371689213916,62.94400744885206,measured,62.944m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,62.94400744587298,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":4,""source_segment_key"":""77611f6e75d5cffe822b397eda71b0679827a7663cadbb914954902652e92b87"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",62.94400744885206,,,
6,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,5,41db9835efc342ce569800ee16a7ac57bee7d456967503cf150a44d4d97d72c2,line,ordered_wcs_vertices,28.807983744979094,2,28.807983744979094,cad2gis.bulge_tessellation.v1,dimension_measured,98199db1e2705aa2dd5b309593ea072d326c3708d9d5a80195ea3a0c217eb3c2,28.80798374861479,3.635697964909923e-09,28.807983744979094,28.727079283333225,28.80798374861479,measured,28.808m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,28.807983744979094,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":5,""source_segment_key"":""41db9835efc342ce569800ee16a7ac57bee7d456967503cf150a44d4d97d72c2"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",28.80798374861479,,,
7,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,6,9314337dfe27d35b323ed8450d36387b3f7382f646038e8a086b2a7aad10e2bb,line,ordered_wcs_vertices,44.0461777479853,2,44.0461777479853,cad2gis.bulge_tessellation.v1,dimension_measured,85ace9db843bdf9ce0182071a63872f58c1d894124c93c9b81a5a97152d4c802,44.04617774859071,6.054108325770358e-10,44.0461777479853,43.91886184833012,44.04617774859071,measured,44.0462m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,44.0461777479853,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":6,""source_segment_key"":""9314337dfe27d35b323ed8450d36387b3f7382f646038e8a086b2a7aad10e2bb"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",44.04617774859071,,,
8,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,7,d4ac61fc73db14138b3a1eaaad53009cf466e2ec56fe949ffa2e76eb43b4a200,line,ordered_wcs_vertices,47.21196639076478,2,47.21196639076478,cad2gis.bulge_tessellation.v1,dimension_measured,0cf7f4f9385612bfc12b09fdcd643a8364aab43d67c1dcc9efea849c9f50ae48,47.21196638792753,-2.8372468818815832e-09,47.21196639076478,47.076371442385174,47.21196638792753,measured,47.212m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,47.21196639076478,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":7,""source_segment_key"":""d4ac61fc73db14138b3a1eaaad53009cf466e2ec56fe949ffa2e76eb43b4a200"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",47.21196638792753,,,
9,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,8,51849e086e7cf4464dbd07c9b479d837710011f2cb1791e237c948c512238b64,line,ordered_wcs_vertices,48.60979574539475,2,48.60979574539475,cad2gis.bulge_tessellation.v1,dimension_measured,1848700d8ca3caec9b77fa76e5d3b8578a5b653f21d2f606456dc8938bf568b2,48.60979574546218,6.743050562363351e-11,48.60979574539475,48.47036311558452,48.60979574546218,measured,48.6098m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,48.60979574539475,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":8,""source_segment_key"":""51849e086e7cf4464dbd07c9b479d837710011f2cb1791e237c948c512238b64"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",48.60979574546218,,,
10,CABLE-CAD-29896,ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8,b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9,29896,FO 24 CORE,9,805f74a3037b37a60539eb287fc1d598063181ca911d6e311e6001104b25ad82,line,ordered_wcs_vertices,31.132770928923566,2,31.132770928923566,cad2gis.bulge_tessellation.v1,dimension_measured,2256a92efc7d07b8e906981e1f35ee3069d30848218d00112b8126eba961d36c,31.13277093507349,6.149925013687607e-09,31.132770928923566,31.041186414549003,31.13277093507349,measured,31.1328m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-29896,,UNAVAILABLE,31.132770928923566,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,3,,Continuous,35,0.0,0.0,0.0,CABLE:24|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b90a2261fab18b80b5a93288c58c66b8f352b9d54a9fd01bd9d344b413c597e9"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""ac6830ae6acec7c0453088cd632d07fcdfde842f2b37be6013c7a5a2bda679b8"",""segment_index"":9,""source_segment_key"":""805f74a3037b37a60539eb287fc1d598063181ca911d6e311e6001104b25ad82"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",31.13277093507349,,,
