fid,CODE,REF_PLAQUE,REF_NRO,REF_SRO,STATUT,NB_PRISES,COMMENT,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,ZPM-CAD-31FA,,,,,,,,UNAVAILABLE,85b8dd2803eb676b0d010a3ed0e32ef88490cdc8e8ea18bf1fb6235ccac7fe45,31FA,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85b8dd2803eb676b0d010a3ed0e32ef88490cdc8e8ea18bf1fb6235ccac7fe45"",""max_displacement_m"":0.0}]",,,,,,
2,ZPM-CAD-31F5,,,,,,,,UNAVAILABLE,85e262eee2671ac5ddc27bae64b0b399e9fe9e592a485898440a6088f4b5f594,31F5,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85e262eee2671ac5ddc27bae64b0b399e9fe9e592a485898440a6088f4b5f594"",""max_displacement_m"":0.0}]",,,,,,
3,ZPM-CAD-3B25,,,,,,,,UNAVAILABLE,a1d928dcd46bcc9db6a02111ef8b8566ed01b1d9d5231a9e4b719f31b91cd087,3B25,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a1d928dcd46bcc9db6a02111ef8b8566ed01b1d9d5231a9e4b719f31b91cd087"",""max_displacement_m"":0.0}]",,,,,,
4,ZPM-CAD-31FC,,,,,,,,UNAVAILABLE,e83ed6e853fe00e8b77c680bc8e6ce93c54985b5f54aa0f5405a09f7315f8b44,31FC,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e83ed6e853fe00e8b77c680bc8e6ce93c54985b5f54aa0f5405a09f7315f8b44"",""max_displacement_m"":0.0}]",,,,,,
5,ZPM-CAD-3202,,,,,,,,UNAVAILABLE,0c38435b8b2b349bb5322b5426764b1c5b41afd5907765f6eeb48711c176306f,3202,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0c38435b8b2b349bb5322b5426764b1c5b41afd5907765f6eeb48711c176306f"",""max_displacement_m"":0.0}]",,,,,,
6,ZPM-CAD-38F7,,,,,,,,UNAVAILABLE,485e75f014d589d473f9ff938f34e854a82d2d3efb65cb034b76da3a2dde4df7,38F7,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""485e75f014d589d473f9ff938f34e854a82d2d3efb65cb034b76da3a2dde4df7"",""max_displacement_m"":0.0}]",,,,,,
7,ZPM-CAD-41A0,,,,,,,,UNAVAILABLE,e476d98a48eea49c559f2edfbb58671b79951642735f16c9ea0e39f2f4069e46,41A0,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e476d98a48eea49c559f2edfbb58671b79951642735f16c9ea0e39f2f4069e46"",""max_displacement_m"":0.0}]",,,,,,
8,ZPM-CAD-434F,,,,,,,,UNAVAILABLE,31bc00e755e681ca8c669dcf6fdd9c5b6d5efa2982806d05df78f768e040dfc7,434F,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""31bc00e755e681ca8c669dcf6fdd9c5b6d5efa2982806d05df78f768e040dfc7"",""max_displacement_m"":0.0}]",,,,,,
9,ZPM-CAD-3224,,,,,,,,UNAVAILABLE,d2fcc4318f85072527c7f8b1a078fb1ba38d255014d31d51873d710975253515,3224,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d2fcc4318f85072527c7f8b1a078fb1ba38d255014d31d51873d710975253515"",""max_displacement_m"":0.0}]",,,,,,
10,ZPM-CAD-31F8,,,,,,,,UNAVAILABLE,a1c9a4dc12bdc0274588f566eb724de9d15a8201c54c9a8c5a7a4212f7db4468,31F8,FAT AREA,SOURCE_BOUNDARY,134,,PHANTOM2,-1,0.0,0.0,0.0,ACI:134|LT:PHANTOM2|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a1c9a4dc12bdc0274588f566eb724de9d15a8201c54c9a8c5a7a4212f7db4468"",""max_displacement_m"":0.0}]",,,,,,
