fid,CODE,route_key,source_entity_key,source_handle,source_layer,segment_index,source_segment_key,source_segment_kind,native_length_source,source_native_length_m,delivery_vertex_count,delivery_chord_length_native,materialization_policy_version,measurement_state,dimension_entity_key,measurement_native_m,measurement_delta_m,delivery_grid_length_m,geodesic_length_m,length_value_m,status,length_label,length_source,unit,schema_version,parent_cable_code,parent_display_label,parent_label_provenance,LONGUEUR,display_label,label_provenance,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m
1,CABLE-CAD-3247,056eaa86a40b4429d01bfeca0401058eea71baae5765bed58eb4a0d11d494860,1e76b102c1c52429c0d203ae1dd00d9ec3fdf4fecf3ebf28bd6ccc4e19c7c12d,3247,SLING WIRE,0,34462a0bfecd7c0d954c26a55b9dfacfaba767bcc1eb419239924feb96192aa1,line,ordered_wcs_vertices,41.19131190479368,2,41.19131190479368,cad2gis.bulge_tessellation.v1,dimension_measured,9dd298aa836f1d540e0c2ca2477c20533469467492caf4e7377947d0b1edf446,41.19131190376356,-1.0301164365955628e-09,41.19131190479368,40.915285333104244,41.19131190376356,measured,41.1913m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-3247,,UNAVAILABLE,41.19131190479368,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1e76b102c1c52429c0d203ae1dd00d9ec3fdf4fecf3ebf28bd6ccc4e19c7c12d"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""056eaa86a40b4429d01bfeca0401058eea71baae5765bed58eb4a0d11d494860"",""segment_index"":0,""source_segment_key"":""34462a0bfecd7c0d954c26a55b9dfacfaba767bcc1eb419239924feb96192aa1"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",41.19131190376356,,,
2,CABLE-CAD-324B,24b5d5e9ba4bd815e6b4e7a03231d572649ef38d80b1212b10df3b4eb3477d8d,154ff0a071af46309f4e0dcadbead871d1dcd2af6c7ae35b825df475ffcf57d7,324B,SLING WIRE,0,6a0b026499cb482d7c45381664e39b6391fc5419fd614ce99b5a98b79bf13d85,line,ordered_wcs_vertices,38.754608042781754,2,38.754608042781754,cad2gis.bulge_tessellation.v1,dimension_measured,3ca535a50f6f91e1e350daa4f4b9f20ff12cf250354ee045a0cafd1f7a3e7c84,38.75460803695023,-5.831523708366149e-09,38.754608042781754,38.725229197760314,38.75460803695023,measured,38.7546m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-324B,,UNAVAILABLE,38.754608042781754,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""154ff0a071af46309f4e0dcadbead871d1dcd2af6c7ae35b825df475ffcf57d7"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""24b5d5e9ba4bd815e6b4e7a03231d572649ef38d80b1212b10df3b4eb3477d8d"",""segment_index"":0,""source_segment_key"":""6a0b026499cb482d7c45381664e39b6391fc5419fd614ce99b5a98b79bf13d85"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",38.75460803695023,,,
3,CABLE-CAD-3248,25bf717eb7bd724e385ad045e8fd40d9ca899ee073f36abe2197f365d15da5db,8b7011b2b8adb193d5677cce5af04d66a94d545a4e47fa8376e2fabdf03e964a,3248,SLING WIRE,0,36d0d45ae85d7232d723f1d9f0ac9577acbfe80fbf7e62e2b01659d53d87094c,line,ordered_wcs_vertices,44.105239584324764,2,44.105239584324764,cad2gis.bulge_tessellation.v1,dimension_measured,e01edaeb71f385f445d664fb490df192f950d1adb1932d943bae1c3ee58a2c8b,44.10523958690464,2.5798740921345598e-09,44.105239584324764,43.93388016245177,44.10523958690464,measured,44.1052m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-3248,,UNAVAILABLE,44.105239584324764,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8b7011b2b8adb193d5677cce5af04d66a94d545a4e47fa8376e2fabdf03e964a"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""25bf717eb7bd724e385ad045e8fd40d9ca899ee073f36abe2197f365d15da5db"",""segment_index"":0,""source_segment_key"":""36d0d45ae85d7232d723f1d9f0ac9577acbfe80fbf7e62e2b01659d53d87094c"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",44.10523958690464,,,
4,CABLE-CAD-3245,3917d1d835d9fe09da7419e46c39a004486b9ecdceda6377fd7a390b9b07c1ec,d65e3c6f406662f23de4d6134c2e500ebb6e077925be160341ea807bc1c8a5b5,3245,SLING WIRE,0,3ca608907f5ac0d6bb6bc8ee9b78d8abd609f7ad6f694f0e9bbe0b8dd3ebdfe2,line,ordered_wcs_vertices,39.443529962784204,2,39.443529962784204,cad2gis.bulge_tessellation.v1,dimension_measured,1b6df0e9ed4127b14b6c99df26b646d6ba767efefe74d70c98b0e279e00d1097,39.44352996349335,7.091429665706528e-10,39.443529962784204,39.4054147794165,39.44352996349335,measured,39.4435m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-3245,,UNAVAILABLE,39.443529962784204,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d65e3c6f406662f23de4d6134c2e500ebb6e077925be160341ea807bc1c8a5b5"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""3917d1d835d9fe09da7419e46c39a004486b9ecdceda6377fd7a390b9b07c1ec"",""segment_index"":0,""source_segment_key"":""3ca608907f5ac0d6bb6bc8ee9b78d8abd609f7ad6f694f0e9bbe0b8dd3ebdfe2"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",39.44352996349335,,,
5,CABLE-CAD-323F,75eadd75d74aef0b3f0148583795a3938835754bcb61efca7cac6e4626a3173b,f89722dbe1c612c8f124a7bea459fd936edd53840603b65498bc0b0642739279,323F,SLING WIRE,0,f76a0d39e16bcc6cad01d0d939d55a678bb2aa9b4267ba1b37485e65b02b9619,line,ordered_wcs_vertices,32.01832695428688,2,32.01832695428688,cad2gis.bulge_tessellation.v1,dimension_measured,25f571e6864874c19298136da1009005398fc59018dc303cf0ef7548020dde72,32.0183269456029,-8.683976204792998e-09,32.01832695428688,31.9958441869192,32.0183269456029,measured,32.0183m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-323F,,UNAVAILABLE,32.01832695428688,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f89722dbe1c612c8f124a7bea459fd936edd53840603b65498bc0b0642739279"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""75eadd75d74aef0b3f0148583795a3938835754bcb61efca7cac6e4626a3173b"",""segment_index"":0,""source_segment_key"":""f76a0d39e16bcc6cad01d0d939d55a678bb2aa9b4267ba1b37485e65b02b9619"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",32.0183269456029,,,
6,CABLE-CAD-3249,7b081c11aca661f6e2d6e7e5eb8f3ace7de300b8f45cf4ed7e93192c0532a92c,d3b10738c32fe13f40e50708fa0b2845fcb1c8a47d8824235a114b422cf8e606,3249,SLING WIRE,0,77cb17df37a03d9764f4f2e99569790e22b273c09c8f0a96592a8c52b92d966a,line,ordered_wcs_vertices,29.421632322740166,2,29.421632322740166,cad2gis.bulge_tessellation.v1,dimension_measured,1acf95d06e2e6a1ef536403433ba338d128d87b8f393ecc5e6449cb9798e271d,29.42163232527673,2.536562959676303e-09,29.421632322740166,29.376134497338484,29.42163232527673,measured,29.4216m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-3249,,UNAVAILABLE,29.421632322740166,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,4,,Continuous,-1,0.0,0.0,0.0,CABLE:SLING WIRE|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d3b10738c32fe13f40e50708fa0b2845fcb1c8a47d8824235a114b422cf8e606"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""7b081c11aca661f6e2d6e7e5eb8f3ace7de300b8f45cf4ed7e93192c0532a92c"",""segment_index"":0,""source_segment_key"":""77cb17df37a03d9764f4f2e99569790e22b273c09c8f0a96592a8c52b92d966a"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",29.42163232527673,,,
7,CABLE-CAD-31B1,7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0,85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56,31B1,FO 48 CORE,0,1469bb67f415dbea53b824c72d1a235589c6a6ba07977950c17d2162a75e5790,line,ordered_wcs_vertices,26.48076404776127,2,26.48076404776127,cad2gis.bulge_tessellation.v1,dimension_measured,697e0f3f8d20a94916e9ef1e15d44217889b14f39e14f1b1c043d7367dddb5a9,26.48076405003667,2.2753994244339992e-09,26.48076404776127,26.473386539918337,26.48076405003667,measured,26.4808m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-31B1,,UNAVAILABLE,26.48076404776127,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0"",""segment_index"":0,""source_segment_key"":""1469bb67f415dbea53b824c72d1a235589c6a6ba07977950c17d2162a75e5790"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",26.48076405003667,,,
8,CABLE-CAD-31B1,7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0,85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56,31B1,FO 48 CORE,1,4d11d488ceafa3c054527d36cd18ba98be39a175c992254e2869896eada1418f,line,ordered_wcs_vertices,36.53543138061275,2,36.53543138061275,cad2gis.bulge_tessellation.v1,dimension_measured,cab725eaeea1e9bb37572e8a6413cedae45238aef18602167aac84678ce2feda,36.5354313775897,-3.023046701855492e-09,36.53543138061275,36.517054396112314,36.5354313775897,measured,36.5354m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-31B1,,UNAVAILABLE,36.53543138061275,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0"",""segment_index"":1,""source_segment_key"":""4d11d488ceafa3c054527d36cd18ba98be39a175c992254e2869896eada1418f"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",36.5354313775897,,,
9,CABLE-CAD-31B1,7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0,85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56,31B1,FO 48 CORE,2,c172b115f29d8269c264c9a1ab60bac417a1cd9a05adb6121081ee699bd134a7,line,ordered_wcs_vertices,44.242219697452335,2,44.242219697452335,cad2gis.bulge_tessellation.v1,dimension_measured,44690608f8bf3a54967ff0163f88c86b9ef5fefd7106789574654eb5564840de,44.24221969395875,-3.4935823123305454e-09,44.242219697452335,44.22307203915274,44.24221969395875,measured,44.2422m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-31B1,,UNAVAILABLE,44.242219697452335,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0"",""segment_index"":2,""source_segment_key"":""c172b115f29d8269c264c9a1ab60bac417a1cd9a05adb6121081ee699bd134a7"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",44.24221969395875,,,
10,CABLE-CAD-31B1,7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0,85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56,31B1,FO 48 CORE,3,d95f7ad9a76dc4c8635838fbbc2b117d935a038b6c444ece2e66c8ef6cfd87ad,line,ordered_wcs_vertices,49.07386778872332,2,49.07386778872332,cad2gis.bulge_tessellation.v1,dimension_measured,0fde93f367f8245834256aaaf4502a982a890163a1b96c3ee710793f6774c93d,49.07386779226363,3.5403076026341296e-09,49.07386778872332,49.03916217333863,49.07386779226363,measured,49.0739m,dwg_dimension,m,cad2gis.cable_segment.v1,CABLE-CAD-31B1,,UNAVAILABLE,49.07386778872332,,UNAVAILABLE,SOURCE_ROUTE_SEGMENT,204,,Continuous,-1,0.0,0.0,0.0,CABLE:48|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56"",""max_displacement_m"":0.0},{""operation"":""segment_occurrence"",""parent_feature_key"":""7c6b65192b6af381ebd5a8827d5f8660ecb1e6c539e05bd1b7f6998a0a3f78f0"",""segment_index"":3,""source_segment_key"":""d95f7ad9a76dc4c8635838fbbc2b117d935a038b6c444ece2e66c8ef6cfd87ad"",""source_segment_kind"":""line"",""geometry_policy"":""versioned-source-segment-delivery-path""}]",49.07386779226363,,,
