fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
1,MR.MSRG1-3.P041,,,,,,,,,,,,,,,,13902032.78263797,146057.6538533908,MR.MSRG1-3.P041,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,7539400f8ac46f3a4edf861902493abbf57a22bf13c15a97adbc6e5a7e9d8296,3229,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""7539400f8ac46f3a4edf861902493abbf57a22bf13c15a97adbc6e5a7e9d8296"",""max_displacement_m"":0.0}]",,,,,,
2,MR.MSRG1-3.P005,,,,,,,,,,,,,,,,13902210.8786939,145927.1497679065,MR.MSRG1-3.P005,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,bf1c89dc70e40b2224ff05010a27be7355d68feac9ffa87f94ede45c492d417d,1A31,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""bf1c89dc70e40b2224ff05010a27be7355d68feac9ffa87f94ede45c492d417d"",""max_displacement_m"":0.0}]",,,,,,
3,MR.MSRG1-3.P040,,,,,,,,,,,,,,,,13902066.54656452,146045.0263952268,MR.MSRG1-3.P040,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,5411e0129090374d5bda4fff6b5e9f8abe12706cd5ae6a5e4b121198d035c168,1BB6,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5411e0129090374d5bda4fff6b5e9f8abe12706cd5ae6a5e4b121198d035c168"",""max_displacement_m"":0.0}]",,,,,,
4,MR.MSRG1-3.P001,,,,,,,,,,,,,,,,13902316.85079403,145942.648267997,MR.MSRG1-3.P001,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,704e1c55ca9c2e3f260ab6c8749a8efa2af12c77d318aadca7e628240000b18b,1D58,Pole 7m 4',SOURCE_ASSET,3,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""704e1c55ca9c2e3f260ab6c8749a8efa2af12c77d318aadca7e628240000b18b"",""max_displacement_m"":0.0}]",,,,,,
5,MR.MSRG1-3.P026,,,,,,,,,,,,,,,,13901853.95189836,146061.9407475924,MR.MSRG1-3.P026,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,ce8d7547022ad862506b215646665b044f6c2be1d4d4f3376d8e85d19b86080b,1BA1,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ce8d7547022ad862506b215646665b044f6c2be1d4d4f3376d8e85d19b86080b"",""max_displacement_m"":0.0}]",,,,,,
6,MR.MSRG1-3.P002,,,,,,,,,,,,,,,,13902290.40704238,145941.2486740437,MR.MSRG1-3.P002,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,46a01b7943dd1321ddf0b170cdc63904ed398cb63481af60a5ae6aa949b3dc26,2075,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""46a01b7943dd1321ddf0b170cdc63904ed398cb63481af60a5ae6aa949b3dc26"",""max_displacement_m"":0.0}]",,,,,,
7,MR.MSRG1-3.P035,,,,,,,,,,,,,,,,13901992.85090074,145985.2015078391,MR.MSRG1-3.P035,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,52da2b116ada98842475adedc166aec26d504446949fdba419b404e2b45a888e,197B,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""52da2b116ada98842475adedc166aec26d504446949fdba419b404e2b45a888e"",""max_displacement_m"":0.0}]",,,,,,
8,MR.MSRG1-3.P009,,,,,,,,,,,,,,,,13902156.70950994,145903.1560487086,MR.MSRG1-3.P009,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,d9a4fa75f7b2af26b75f4d9f717f0e7ad3cc5126e5ea30b520bd583810fa4c74,207C,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d9a4fa75f7b2af26b75f4d9f717f0e7ad3cc5126e5ea30b520bd583810fa4c74"",""max_displacement_m"":0.0}]",,,,,,
9,MR.MSRG1-3.P038,,,,,,,,,,,,,,,,13902085.17788128,146001.1942373198,MR.MSRG1-3.P038,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,d30421010b540dc2873e709bf0e6e1f6cda42815e854d361f0cd77fc3f0172ff,1949,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d30421010b540dc2873e709bf0e6e1f6cda42815e854d361f0cd77fc3f0172ff"",""max_displacement_m"":0.0}]",,,,,,
10,MR.MSRG1-3.P033,,,,,,,,,,,,,,,,13901952.5793178,146009.3383299526,MR.MSRG1-3.P033,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,5ec9f22b2eba6fba4bd24eb5781667f7e48a370b090264a19d00866839369fa3,1957,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5ec9f22b2eba6fba4bd24eb5781667f7e48a370b090264a19d00866839369fa3"",""max_displacement_m"":0.0}]",,,,,,
